NEWID,SEQNO,ALCNO,ADLTCLOX,ADLT_LOX,CHLDCLOX,CHLD_LOX,CLOGFTX,CLOGFTX_,QYEAR,REC_STAT
05351181,3,0,300,D,250,D,0,D,20232,1
05351241,1,0,50,D,150,D,0,D,20232,1
05351271,1,0,450,F,,A,0,D,20232,1
05351301,1,0,0,D,,A,0,D,20232,1
05351321,3,0,45,D,,A,0,D,20232,1
05351361,4,0,100,D,,A,0,D,20232,1
05351411,2,0,150,D,,A,0,D,20232,1
05351421,1,0,500,D,,A,0,D,20232,1
05351452,2,0,80,D,,A,0,D,20232,1
05351471,3,0,200,D,,A,250,D,20232,1
05351591,2,0,600,D,200,D,0,D,20232,1
05351601,1,0,0,D,500,D,0,D,20232,1
05351641,1,0,100,D,,A,0,D,20232,1
05351661,1,0,90,D,,A,0,D,20232,1
05351681,4,0,100,D,,A,0,D,20232,1
05351691,1,0,250,D,,A,0,D,20232,1
05351731,1,0,0,D,,A,0,D,20232,1
05351763,1,0,120,D,,A,0,D,20232,1
05351801,2,0,0,D,,A,0,D,20232,1
05351831,3,0,450,D,,A,0,D,20232,1
05351891,5,0,900,D,,A,0,D,20232,1
05351914,3,0,199,D,,A,0,D,20232,1
05351921,1,0,450,D,,A,0,D,20232,1
05351961,4,0,2000,D,,A,200,D,20232,1
05352011,1,0,0,D,250,D,0,D,20232,1
05352031,1,0,0,D,0,D,0,D,20232,1
05352061,2,0,400,D,,A,0,D,20232,1
05352121,2,0,20,D,100,D,20,D,20232,1
05352131,2,0,400,D,,A,100,D,20232,1
05352141,2,0,60,D,,A,0,D,20232,1
05352171,1,0,400,D,,A,0,D,20232,1
05352181,1,0,0,D,,A,0,D,20232,1
05352191,6,0,150,D,,A,0,D,20232,1
05352221,1,0,450,D,,A,100,D,20232,1
05352281,3,0,0,D,,A,0,D,20232,1
05352331,2,0,200,D,100,D,0,D,20232,1
05352443,2,0,200,D,,A,20,D,20232,1
05352471,1,0,0,D,,A,0,D,20232,1
05352481,1,0,54,D,120,D,0,D,20232,1
05352491,4,0,500,D,,A,0,D,20232,1
05352501,1,0,500,D,,A,120,D,20232,1
05352521,4,0,200,D,,A,0,D,20232,1
05352551,1,0,0,D,,A,0,D,20232,1
05352581,1,0,100,D,100,D,0,D,20232,1
05352591,1,0,0,D,,A,0,D,20232,1
05352621,3,0,500,D,500,D,0,D,20232,1
05352651,1,0,0,D,,A,0,D,20232,1
05352671,1,0,180,D,,A,0,D,20232,1
05352741,1,0,200,D,,A,0,D,20232,1
05352751,4,0,3800,D,,A,0,D,20232,1
05352801,1,0,16,D,,A,0,D,20232,1
05352811,2,0,150,D,300,D,0,D,20232,1
05352821,3,0,0,D,0,D,0,D,20232,1
05352851,3,0,200,D,,A,0,D,20232,1
05352891,4,0,500,D,,A,0,D,20232,1
05352901,2,0,300,D,,A,0,D,20232,1
05352911,1,0,200,D,,A,100,D,20232,1
05353001,5,0,450,D,,A,0,D,20232,1
05353021,1,0,150,D,,A,0,D,20232,1
05353031,2,0,100,D,0,D,0,D,20232,1
05353041,2,0,250,D,,A,0,D,20232,1
05353051,2,0,300,D,1000,D,0,D,20232,1
05353071,1,0,0,D,,A,0,D,20232,1
05353101,1,0,0,D,,A,300,D,20232,1
05353151,3,0,400,D,,A,60,D,20232,1
05353221,1,0,150,F,10000,D,0,D,20232,1
05353231,2,0,2000,D,,A,0,D,20232,1
05353241,7,0,0,D,,A,0,D,20232,1
05353271,1,0,2000,D,,A,0,D,20232,1
05353291,1,0,200,D,50,D,0,D,20232,1
05353321,3,0,0,D,0,D,0,D,20232,1
05353331,1,0,500,D,,A,0,D,20232,1
05353361,5,0,0,D,,A,0,D,20232,1
05353371,3,0,300,D,,A,0,D,20232,1
05353401,1,0,60,D,,A,0,D,20232,1
05353424,4,0,3000,D,,A,0,D,20232,1
05353431,1,0,90,F,,A,13,D,20232,1
05353441,3,0,180,D,,A,0,D,20232,1
05353461,1,0,250,D,100,D,50,D,20232,1
05353471,1,0,500,D,,A,0,D,20232,1
05353481,1,0,200,D,,A,0,D,20232,1
05353501,1,0,100,D,,A,0,D,20232,1
05353511,4,0,500,D,,A,0,D,20232,1
05353521,1,0,200,D,,A,100,D,20232,1
05353551,4,0,200,D,,A,0,D,20232,1
05353571,1,0,2000,D,0,D,0,D,20232,1
05353591,4,0,13,D,,A,0,D,20232,1
05353621,1,0,0,D,,A,0,D,20232,1
05353641,7,0,100,D,,A,0,D,20232,1
05353661,4,0,800,D,125,D,0,D,20232,1
05353691,1,0,600,D,,A,0,D,20232,1
05353721,4,0,100,D,,A,0,D,20232,1
05353731,2,0,500,D,0,D,0,D,20232,1
05353741,1,0,75,F,,A,0,D,20232,1
05353781,1,0,150,D,,A,0,D,20232,1
05353801,7,0,836,D,,A,100,D,20232,1
05353911,1,0,0,D,,A,0,D,20232,1
05353941,1,0,0,D,,A,0,D,20232,1
05354011,2,0,200,D,200,D,0,D,20232,1
05354051,2,0,500,D,,A,0,D,20232,1
05354071,2,0,2000,D,,A,400,D,20232,1
05354084,1,0,100,D,,A,0,D,20232,1
05354131,2,0,100,D,,A,0,D,20232,1
05354151,2,0,0,D,,A,0,D,20232,1
05354181,3,0,600,D,400,D,0,D,20232,1
05354211,2,0,200,D,,A,300,D,20232,1
05354221,1,0,0,D,,A,0,D,20232,1
05354251,1,0,200,D,200,D,0,D,20232,1
05354271,5,0,400,D,,A,0,D,20232,1
05354281,1,0,0,D,,A,500,D,20232,1
05354321,5,0,2500,D,,A,0,D,20232,1
05354391,8,0,175,D,,A,80,D,20232,1
05354431,3,0,500,D,400,D,0,D,20232,1
05354451,4,0,0,D,300,D,0,D,20232,1
05354461,1,0,200,D,100,D,0,D,20232,1
05354491,5,0,200,D,,A,0,D,20232,1
05354511,2,0,400,D,,A,0,D,20232,1
05354531,5,0,100,D,350,D,0,D,20232,1
05354541,1,0,25,D,,A,0,D,20232,1
05354561,1,0,0,D,,A,0,D,20232,1
05354621,1,0,20,D,,A,0,D,20232,1
05354631,1,0,400,D,300,D,0,D,20232,1
05354671,9,0,100,D,,A,0,D,20232,1
05354701,1,0,100,D,,A,0,D,20232,1
05354711,1,0,75,D,,A,200,D,20232,1
05354721,4,0,200,D,,A,0,D,20232,1
05354731,2,0,400,D,,A,0,D,20232,1
05354751,3,0,0,D,,A,0,D,20232,1
05354791,8,0,70,D,,A,0,D,20232,1
05354921,2,0,80,D,,A,0,D,20232,1
05354941,1,0,0,D,,A,0,D,20232,1
05354971,1,0,350,D,,A,0,D,20232,1
05354981,2,0,500,D,,A,0,D,20232,1
05355021,1,0,20,D,0,D,0,D,20232,1
05355031,5,0,80,D,,A,0,D,20232,1
05355091,1,0,200,D,,A,0,D,20232,1
05355101,3,0,30,D,20,D,0,D,20232,1
05355111,2,0,500,D,,A,0,D,20232,1
05355131,2,0,0,D,,A,0,D,20232,1
05355141,1,0,0,D,,A,0,D,20232,1
05355151,1,0,50,D,,A,0,D,20232,1
05355161,3,0,0,D,,A,50,D,20232,1
05355171,1,0,0,D,48,D,0,D,20232,1
05355191,1,0,500,D,,A,300,D,20232,1
05355201,2,0,175,D,,A,0,D,20232,1
05355291,7,0,200,F,,A,0,D,20232,1
05355311,2,0,100,D,,A,0,D,20232,1
05355321,2,0,100,D,100,D,0,D,20232,1
05355342,1,0,0,D,,A,0,D,20232,1
05355361,2,0,0,D,,A,0,D,20232,1
05355371,2,0,300,D,,A,0,D,20232,1
05355391,2,0,0,D,,A,45,D,20232,1
05355401,2,0,200,D,,A,0,D,20232,1
05355431,3,0,300,D,,A,0,D,20232,1
05355451,1,0,150,D,,A,0,D,20232,1
05355471,2,0,300,D,150,D,0,D,20232,1
05355511,2,0,300,D,80,D,0,D,20232,1
05355531,2,0,50,D,,A,0,D,20232,1
05355591,2,0,0,D,,A,299,D,20232,1
05355601,8,0,74,D,,A,0,D,20232,1
05355621,2,0,400,D,200,D,0,D,20232,1
05355631,5,0,400,D,,A,0,D,20232,1
05355651,2,0,300,D,,A,0,D,20232,1
05355694,4,0,700,D,,A,300,D,20232,1
05355741,4,0,200,D,,A,0,D,20232,1
05355771,1,0,0,D,,A,0,D,20232,1
05355781,1,0,0,D,,A,0,D,20232,1
05355821,2,0,150,D,200,D,0,D,20232,1
05355831,1,0,0,D,,A,0,D,20232,1
05355861,1,0,50,F,,A,59,F,20232,1
05355881,1,0,100,D,,A,0,D,20232,1
05355923,1,0,300,D,200,D,0,D,20232,1
05355941,10,0,200,D,300,D,0,D,20232,1
05355991,2,0,350,D,,A,0,D,20232,1
05356031,3,0,200,D,,A,100,D,20232,1
05356044,3,0,250,D,,A,0,D,20232,1
05356091,3,0,300,D,,A,300,D,20232,1
05356101,2,0,0,D,,A,0,D,20232,1
05356121,2,0,500,D,,A,0,D,20232,1
05356141,3,0,90,D,90,D,0,D,20232,1
05356161,1,0,100,D,300,D,0,D,20232,1
05356171,1,0,20,D,,A,0,D,20232,1
05356211,1,0,200,D,75,D,0,D,20232,1
05356221,3,0,34,D,400,D,0,D,20232,1
05356251,1,0,1000,D,,A,0,D,20232,1
05356261,1,0,0,D,,A,0,D,20232,1
05356271,1,0,150,D,,A,0,D,20232,1
05356281,1,0,400,D,,A,0,D,20232,1
05356291,4,0,200,D,100,D,0,D,20232,1
05356301,1,0,200,D,200,D,0,D,20232,1
05356321,2,0,0,D,,A,250,D,20232,1
05356352,3,0,150,D,,A,20,D,20232,1
05356361,1,0,60,D,,A,0,D,20232,1
05356371,1,0,200,D,,A,0,D,20232,1
05356411,3,0,300,D,,A,600,D,20232,1
05356431,3,0,0,D,,A,0,D,20232,1
05356451,1,0,50,D,,A,0,D,20232,1
05356481,1,0,0,D,,A,0,D,20232,1
05356511,2,0,15,D,250,D,50,D,20232,1
05356521,1,0,200,D,,A,0,D,20232,1
05356531,3,0,80,D,,A,35,D,20232,1
05356541,1,0,100,D,,A,0,D,20232,1
05356551,5,0,500,D,,A,0,D,20232,1
05356591,1,0,0,D,,A,0,D,20232,1
05356631,1,0,600,D,150,D,0,D,20232,1
05356681,4,0,20,D,70,D,50,D,20232,1
05356691,1,0,0,D,,A,0,D,20232,1
05356721,1,0,100,D,,A,0,D,20232,1
05356741,1,0,0,D,,A,0,D,20232,1
05356751,2,0,100,D,0,D,0,D,20232,1
05356771,1,0,100,D,,A,0,D,20232,1
05356811,3,0,600,D,500,D,0,D,20232,1
05356821,1,0,0,D,,A,0,D,20232,1
05356831,1,0,30,D,,A,30,D,20232,1
05356871,3,0,200,D,,A,0,D,20232,1
05356881,1,0,100,F,,A,75,F,20232,1
05356911,3,0,200,D,,A,0,D,20232,1
05356931,1,0,200,D,,A,0,D,20232,1
05356951,1,0,150,D,200,D,0,D,20232,1
05356961,3,0,0,D,,A,0,D,20232,1
05356991,1,0,90,D,,A,0,D,20232,1
05357011,1,0,15,D,,A,0,D,20232,1
05357031,5,0,20,D,200,D,0,D,20232,1
05357041,7,0,500,D,500,D,0,D,20232,1
05357051,2,0,0,D,,A,0,D,20232,1
05357061,1,0,0,D,0,D,0,D,20232,1
05357091,3,0,150,D,,A,0,D,20232,1
05357101,1,0,250,D,,A,0,D,20232,1
05357111,4,0,600,D,300,D,0,D,20232,1
05357181,4,0,1200,D,,A,0,D,20232,1
05357191,1,0,0,D,,A,0,D,20232,1
05357211,1,0,0,D,300,D,0,D,20232,1
05357221,3,0,0,D,150,D,0,D,20232,1
05357231,2,0,105,D,0,D,0,D,20232,1
05357271,3,0,0,D,,A,0,D,20232,1
05357321,1,0,14,D,,A,0,D,20232,1
05357331,1,0,0,D,,A,0,D,20232,1
05357401,3,0,75,D,,A,0,D,20232,1
05357421,2,0,100,D,,A,0,D,20232,1
05357461,1,0,600,D,,A,0,D,20232,1
05357481,2,0,1063,D,,A,0,D,20232,1
05357521,1,0,0,D,,A,0,D,20232,1
05357541,1,0,100,D,,A,0,D,20232,1
05357551,1,0,50,D,,A,0,D,20232,1
05357571,3,0,0,D,0,D,0,D,20232,1
05357592,1,0,100,D,,A,0,D,20232,1
05357611,1,0,5000,D,,A,0,D,20232,1
05357634,5,0,3500,D,,A,0,D,20232,1
05357681,5,0,20,D,100,D,0,D,20232,1
05357711,6,0,0,D,162,D,0,D,20232,1
05357781,5,0,200,D,500,D,0,D,20232,1
05357791,1,0,150,D,150,D,0,D,20232,1
05357801,2,0,250,D,,A,0,D,20232,1
05357821,7,0,450,D,,A,0,D,20232,1
05357831,1,0,1000,D,,A,500,D,20232,1
05357841,1,0,0,D,,A,0,D,20232,1
05357861,3,0,600,D,,A,0,D,20232,1
05357871,9,0,300,D,,A,100,D,20232,1
05357881,1,0,200,D,100,D,0,D,20232,1
05357921,1,0,125,D,,A,0,D,20232,1
05357941,3,0,100,D,400,D,0,D,20232,1
05357951,4,0,0,D,,A,0,D,20232,1
05357971,2,0,300,D,,A,60,D,20232,1
05358001,2,0,150,D,,A,0,D,20232,1
05358131,4,0,860,D,150,D,0,D,20232,1
05358141,1,0,0,D,,A,0,D,20232,1
05358151,1,0,300,D,,A,200,D,20232,1
05358161,1,0,0,D,,A,0,D,20232,1
05358171,1,0,300,D,,A,0,D,20232,1
05358191,1,0,300,D,,A,0,D,20232,1
05358201,4,0,200,D,,A,0,D,20232,1
05358221,1,0,0,D,,A,0,D,20232,1
05358241,1,0,100,D,,A,0,D,20232,1
05358331,1,0,0,D,,A,0,D,20232,1
05358351,4,0,300,D,100,D,0,D,20232,1
05358371,2,0,800,D,,A,0,D,20232,1
05358411,2,0,500,D,,A,0,D,20232,1
05358441,20,0,500,D,,A,50,D,20232,1
05358461,1,0,0,D,0,D,0,D,20232,1
05358492,1,0,200,D,200,D,0,D,20232,1
05358531,1,0,300,D,500,D,0,D,20232,1
05358541,3,0,100,D,,A,0,D,20232,1
05358551,2,0,600,D,,A,0,D,20232,1
05358561,1,0,0,D,,A,0,D,20232,1
05358571,8,0,300,D,100,D,50,D,20232,1
05358591,1,0,20,D,,A,0,D,20232,1
05358641,4,0,500,D,200,D,500,D,20232,1
05358661,3,0,17,D,,A,0,D,20232,1
05358701,1,0,100,D,,A,0,D,20232,1
05358791,3,0,200,D,,A,0,D,20232,1
05358831,2,0,0,D,200,D,0,D,20232,1
05358871,1,0,0,D,,A,0,D,20232,1
05358891,1,0,130,F,,A,0,D,20232,1
05358911,2,0,100,D,,A,0,D,20232,1
05358931,5,0,1200,D,1200,D,15,F,20232,1
05358951,2,0,200,D,,A,0,D,20232,1
05358981,2,0,100,D,,A,50,D,20232,1
05359001,1,0,200,D,,A,0,D,20232,1
05359031,1,0,1500,D,,A,0,D,20232,1
05359071,1,0,150,D,150,D,100,D,20232,1
05359081,6,0,500,D,,A,0,D,20232,1
05359091,7,0,475,D,,A,0,D,20232,1
05359131,1,0,500,D,,A,0,D,20232,1
05359141,2,0,200,D,,A,0,D,20232,1
05359201,3,0,1000,D,,A,300,D,20232,1
05359211,1,0,142,D,,A,0,D,20232,1
05359241,2,0,100,D,225,D,0,D,20232,1
05359291,1,0,0,D,,A,0,D,20232,1
05359311,8,0,125,D,,A,0,D,20232,1
05359341,1,0,125,D,,A,0,D,20232,1
05359391,1,0,200,D,,A,0,D,20232,1
05359411,1,0,0,D,,A,0,D,20232,1
05359461,2,0,500,D,,A,250,D,20232,1
05359474,2,0,80,D,,A,0,D,20232,1
05359481,1,0,0,D,0,D,0,D,20232,1
05359521,5,0,1400,D,500,D,0,D,20232,1
05359531,1,0,0,D,,A,0,D,20232,1
05359541,2,0,600,D,,A,0,D,20232,1
05359551,2,0,500,D,1000,D,300,D,20232,1
05359562,1,0,0,D,,A,0,D,20232,1
05359581,2,0,600,D,400,D,0,D,20232,1
05359601,1,0,200,D,,A,0,D,20232,1
05359621,1,0,3000,D,,A,1000,D,20232,1
05359631,1,0,450,D,,A,0,D,20232,1
05359731,5,0,150,D,80,D,0,D,20232,1
05359831,1,0,1000,D,,A,0,D,20232,1
05359841,1,0,70,D,,A,0,D,20232,1
05359861,2,0,1000,D,,A,150,D,20232,1
05359891,1,0,0,D,,A,0,D,20232,1
05359901,1,0,100,D,,A,0,D,20232,1
05359911,3,0,200,D,200,D,0,D,20232,1
05359951,1,0,0,D,0,D,0,D,20232,1
05359981,1,0,100,D,,A,10,D,20232,1
05359991,1,0,0,D,0,D,0,D,20232,1
05360061,3,0,0,D,180,D,0,D,20232,1
05360071,3,0,150,D,,A,49,D,20232,1
05360131,1,0,100,D,,A,0,D,20232,1
05360151,1,0,100,D,,A,0,D,20232,1
05360161,4,0,0,D,,A,0,D,20232,1
05360171,5,0,100,D,100,D,100,D,20232,1
05360201,2,0,20,D,,A,0,D,20232,1
05360231,2,0,0,D,,A,0,D,20232,1
05360271,1,0,500,D,300,D,0,D,20232,1
05360311,3,0,300,D,100,D,0,D,20232,1
05360332,1,0,0,D,0,D,0,D,20232,1
05360341,1,0,400,D,,A,0,D,20232,1
05360361,1,0,0,D,20,D,0,D,20232,1
05360371,2,0,50,D,500,D,0,D,20232,1
05360391,2,0,200,D,,A,0,D,20232,1
05360451,2,0,0,D,100,D,0,D,20232,1
05360501,2,0,100,D,100,D,0,D,20232,1
05360531,1,0,250,D,200,D,0,D,20232,1
05360561,4,0,280,D,,A,0,D,20232,1
05360581,2,0,60,D,,A,0,D,20232,1
05360611,1,0,0,D,,A,0,D,20232,1
05360651,3,0,5000,D,,A,390,D,20232,1
05360661,2,0,100,F,,A,0,D,20232,1
05360681,1,0,150,D,,A,200,D,20232,1
05360691,4,0,500,D,100,D,0,D,20232,1
05360801,4,0,400,D,,A,200,D,20232,1
05360823,3,0,350,D,,A,0,D,20232,1
05360831,3,0,300,D,200,D,0,D,20232,1
05360841,4,0,39,D,,A,34,D,20232,1
05360871,1,0,650,D,,A,1000,D,20232,1
05360881,2,0,40,D,,A,0,D,20232,1
05360891,1,0,100,D,,A,100,D,20232,1
05360901,2,0,150,D,300,D,0,D,20232,1
05360921,1,0,0,D,,A,0,D,20232,1
05360971,1,0,300,D,400,D,0,D,20232,1
05361031,1,0,0,D,,A,0,D,20232,1
05361041,6,0,60,D,100,D,0,D,20232,1
05361051,2,0,1000,D,,A,0,D,20232,1
05361061,6,0,0,D,100,D,0,D,20232,1
05361101,1,0,50,D,400,D,0,D,20232,1
05361171,2,0,200,D,,A,0,D,20232,1
05361231,2,0,0,D,,A,0,D,20232,1
05361271,1,0,100,D,50,D,0,D,20232,1
05361291,1,0,45,F,300,F,0,D,20232,1
05361301,1,0,700,D,,A,300,D,20232,1
05361311,1,0,0,D,100,D,0,D,20232,1
05361341,5,0,1000,D,,A,0,D,20232,1
05361351,2,0,0,D,,A,125,D,20232,1
05361441,3,0,0,D,0,D,0,D,20232,1
05361471,7,0,75,D,,A,0,D,20232,1
05361491,3,0,700,D,0,D,100,D,20232,1
05361511,3,0,500,D,600,D,0,D,20232,1
05361551,2,0,250,D,,A,0,D,20232,1
05361621,2,0,500,D,,A,0,D,20232,1
05361651,1,0,150,D,,A,0,D,20232,1
05361661,2,0,30,D,,A,0,D,20232,1
05361721,1,0,0,D,0,D,0,D,20232,1
05361731,1,0,200,D,,A,0,D,20232,1
05361741,1,0,100,D,,A,0,D,20232,1
05361781,2,0,0,D,,A,0,D,20232,1
05361801,1,0,1000,D,,A,300,D,20232,1
05361811,1,0,0,D,,A,0,D,20232,1
05361851,1,0,300,D,100,D,0,D,20232,1
05361881,1,0,80,D,,A,0,D,20232,1
05361911,1,0,100,D,200,D,0,D,20232,1
05361941,1,0,100,D,,A,0,D,20232,1
05361951,4,0,0,D,,A,0,D,20232,1
05361971,5,0,100,D,600,D,0,D,20232,1
05362001,1,0,0,D,,A,0,D,20232,1
05362061,4,0,320,D,,A,75,D,20232,1
05362081,1,0,85,D,,A,0,D,20232,1
05362111,1,0,60,D,,A,0,D,20232,1
05362121,1,0,250,D,,A,0,D,20232,1
05362133,3,0,3,D,70,D,30,D,20232,1
05362142,1,0,100,D,,A,0,D,20232,1
05362161,3,0,500,D,,A,0,D,20232,1
05362191,1,0,700,D,,A,0,D,20232,1
05362211,4,0,0,D,,A,0,D,20232,1
05362231,1,0,400,D,,A,0,D,20232,1
05362281,1,0,150,D,,A,0,D,20232,1
05362361,1,0,200,D,,A,0,D,20232,1
05362371,1,0,300,D,,A,0,D,20232,1
05362411,2,0,800,D,,A,0,D,20232,1
05362441,5,0,0,D,,A,0,D,20232,1
05362481,2,0,0,D,,A,0,D,20232,1
05362492,1,0,0,D,,A,0,D,20232,1
05362581,2,0,300,D,,A,100,D,20232,1
05362621,1,0,0,D,,A,0,D,20232,1
05362631,7,0,500,D,,A,200,D,20232,1
05362641,1,0,0,D,,A,0,D,20232,1
05362671,2,0,200,D,,A,0,D,20232,1
05362691,8,0,0,D,,A,0,D,20232,1
05362701,3,0,200,D,,A,0,D,20232,1
05362731,2,0,450,D,,A,0,D,20232,1
05362761,3,0,500,D,200,D,0,D,20232,1
05362771,5,0,300,D,,A,200,D,20232,1
05362791,4,0,500,D,,A,20,D,20232,1
05362821,1,0,0,D,0,D,0,D,20232,1
05362833,4,0,200,D,300,D,0,D,20232,1
05362891,1,0,100,D,,A,75,D,20232,1
05362941,1,0,0,D,,A,200,D,20232,1
05362981,2,0,0,D,0,D,0,D,20232,1
05363011,1,0,300,D,,A,0,D,20232,1
05363021,1,0,200,D,,A,100,D,20232,1
05363031,1,0,150,F,100,F,300,F,20232,1
05363041,1,0,100,D,100,D,0,D,20232,1
05363051,1,0,500,D,,A,0,D,20232,1
05363101,1,0,0,D,,A,0,D,20232,1
05363121,4,0,100,D,300,D,200,D,20232,1
05363141,1,0,0,D,,A,0,D,20232,1
05363151,1,0,0,D,,A,0,D,20232,1
05363171,4,0,500,D,,A,0,D,20232,1
05363181,1,0,773,D,,A,0,D,20232,1
05363201,2,0,300,D,200,D,0,D,20232,1
05363211,6,0,400,F,,A,0,D,20232,1
05363321,1,0,150,D,,A,0,D,20232,1
05363331,1,0,0,D,,A,0,D,20232,1
05363351,4,0,150,D,,A,50,D,20232,1
05363381,2,0,150,D,,A,0,D,20232,1
05363391,4,0,700,D,800,D,250,D,20232,1
05363411,1,0,0,D,0,D,0,D,20232,1
05363441,1,0,0,D,,A,0,D,20232,1
05363501,7,0,0,D,0,D,0,D,20232,1
05363521,1,0,0,D,,A,0,D,20232,1
05363531,1,0,100,D,,A,0,D,20232,1
05363581,1,0,0,D,,A,0,D,20232,1
05363591,7,0,125,D,125,D,0,D,20232,1
05363611,4,0,200,D,135,D,0,D,20232,1
05363651,1,0,300,D,,A,0,D,20232,1
05363671,1,0,20,D,,A,0,D,20232,1
05363701,3,0,300,D,300,D,0,D,20232,1
05363741,4,0,100,D,,A,0,D,20232,1
05363751,3,0,0,D,,A,0,D,20232,1
05363791,2,0,150,D,,A,0,D,20232,1
05363831,3,0,300,D,,A,0,D,20232,1
05363841,2,0,0,D,,A,40,D,20232,1
05363851,2,0,650,D,,A,0,D,20232,1
05363861,5,0,300,D,300,D,0,D,20232,1
05363881,2,0,500,D,,A,0,D,20232,1
05363891,1,0,300,D,,A,0,D,20232,1
05363931,3,0,100,D,500,D,0,D,20232,1
05364081,1,0,0,D,,A,0,D,20232,1
05364091,1,0,30,D,,A,0,D,20232,1
05364161,4,0,500,D,,A,0,D,20232,1
05364181,3,0,60,D,,A,0,D,20232,1
05364193,1,0,20,D,,A,0,D,20232,1
05364211,1,0,0,D,0,D,0,D,20232,1
05364221,1,0,0,D,,A,0,D,20232,1
05364231,1,0,120,D,,A,0,D,20232,1
05364281,1,0,200,D,,A,0,D,20232,1
05364291,1,0,200,D,,A,0,D,20232,1
05364311,8,0,600,D,300,D,0,D,20232,1
05364331,1,0,150,D,,A,0,D,20232,1
05364351,2,0,0,D,,A,0,D,20232,1
05364381,1,0,0,D,,A,0,D,20232,1
05364401,3,0,600,D,300,D,100,D,20232,1
05364411,2,0,0,D,,A,0,D,20232,1
05364461,1,0,0,D,,A,0,D,20232,1
05364471,3,0,100,D,,A,0,D,20232,1
05364491,3,0,0,D,,A,0,D,20232,1
05364501,2,0,400,D,,A,0,D,20232,1
05364531,3,0,100,D,,A,0,D,20232,1
05364561,2,0,600,D,250,D,100,D,20232,1
05364571,1,0,0,D,,A,0,D,20232,1
05364601,6,0,900,D,,A,300,D,20232,1
05364621,2,0,150,D,,A,0,D,20232,1
05364651,3,0,800,D,,A,0,D,20232,1
05364681,1,0,0,D,,A,0,D,20232,1
05364701,1,0,100,D,,A,0,D,20232,1
05364743,3,0,500,D,,A,0,D,20232,1
05364761,1,0,0,D,,A,0,D,20232,1
05364871,1,0,3,D,,A,0,D,20232,1
05364891,3,0,500,D,,A,0,D,20232,1
05364911,4,0,0,D,0,D,0,D,20232,1
05364941,1,0,0,D,,A,0,D,20232,1
05364971,1,0,0,D,,A,150,D,20232,1
05364991,2,0,250,D,,A,0,D,20232,1
05365021,1,0,100,D,100,D,0,D,20232,1
05365051,1,0,400,D,,A,100,D,20232,1
05365071,6,0,400,D,300,D,0,D,20232,1
05365131,7,0,600,D,150,D,0,D,20232,1
05365161,2,0,750,D,750,D,0,D,20232,1
05365201,2,0,900,D,,A,500,D,20232,1
05365231,1,0,250,D,,A,250,D,20232,1
05365251,1,0,0,D,,A,0,D,20232,1
05365321,2,0,200,D,0,D,0,D,20232,1
05365371,3,0,0,D,500,D,0,D,20232,1
05365381,2,0,100,D,,A,0,D,20232,1
05365401,3,0,90,D,,A,50,D,20232,1
05365411,2,0,200,D,,A,0,D,20232,1
05365431,2,0,100,D,,A,100,D,20232,1
05365451,1,0,618,D,,A,0,D,20232,1
05365491,5,0,360,D,200,D,0,D,20232,1
05365512,2,0,300,D,,A,300,D,20232,1
05365541,2,0,0,D,,A,0,D,20232,1
05365581,1,0,130,D,,A,30,D,20232,1
05365601,3,0,60,D,45,D,0,D,20232,1
05365611,3,0,0,D,,A,0,D,20232,1
05365621,1,0,100,D,,A,0,D,20232,1
05365631,5,0,0,D,,A,0,D,20232,1
05365641,4,0,500,D,150,D,0,D,20232,1
05365651,5,0,1500,D,,A,800,D,20232,1
05365691,1,0,0,D,,A,0,D,20232,1
05365773,1,0,0,D,,A,50,D,20232,1
05365791,3,0,350,D,,A,0,D,20232,1
05365801,1,0,250,D,,A,0,D,20232,1
05365851,3,0,400,D,1000,D,0,D,20232,1
05365861,2,0,50,D,50,D,0,D,20232,1
05365891,1,0,100,D,,A,80,D,20232,1
05365901,2,0,300,D,300,D,0,D,20232,1
05365931,1,0,500,D,,A,0,D,20232,1
05365961,1,0,142,F,,A,1000,F,20232,1
05365971,2,0,200,D,800,D,150,D,20232,1
05366041,2,0,200,D,0,D,0,D,20232,1
05366071,1,0,295,D,,A,0,D,20232,1
05366111,1,0,0,D,,A,0,D,20232,1
05366131,3,0,68,D,,A,0,D,20232,1
05366151,1,0,0,D,0,D,0,D,20232,1
05366191,3,0,0,D,,A,0,D,20232,1
05366221,1,0,40,D,,A,0,D,20232,1
05366241,1,0,0,D,0,D,0,D,20232,1
05366251,3,0,400,D,600,D,0,D,20232,1
05366271,1,0,0,D,100,D,0,D,20232,1
05366301,11,0,300,D,190,D,0,D,20232,1
05366334,1,0,300,D,,A,0,D,20232,1
05366361,1,0,600,D,,A,100,D,20232,1
05366421,3,0,300,D,,A,0,D,20232,1
05366431,1,0,200,D,,A,0,D,20232,1
05366441,4,0,150,D,150,D,0,D,20232,1
05366451,2,0,100,D,,A,15,D,20232,1
05366481,1,0,100,F,,A,0,D,20232,1
05366511,3,0,0,D,,A,0,D,20232,1
05366531,2,0,0,D,,A,0,D,20232,1
05366541,2,0,0,D,,A,0,D,20232,1
05366571,2,0,200,D,,A,40,D,20232,1
05366581,6,0,0,D,,A,0,D,20232,1
05366591,1,0,150,D,,A,0,D,20232,1
05366611,2,0,200,D,0,D,0,D,20232,1
