QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VTRCODE,VTRCODE_,VTRMO,VTRMO_,VTREXPX,VTREXPX_,VTRLIMO,VTRLIMO_,VTRPURCH
20232,05284092,34,0,1,100,D,04,D,120,D,,A,
20232,05284092,35,0,1,100,D,03,D,182,D,,A,
20232,05284132,43,0,1,100,D,13,D,50,D,,A,
20232,05284342,53,0,1,100,D,13,D,85,D,,A,
20232,05284462,54,0,1,100,D,04,D,30,D,,A,
20232,05284502,25,0,1,100,D,13,D,130,D,,A,
20232,05285012,81,0,1,100,D,04,D,90,D,,A,
20232,05285262,35,0,1,100,D,03,D,125,D,,A,
20232,05285272,37,0,1,100,D,05,D,150,D,2,D,1
20232,05285272,38,0,1,100,D,03,D,150,D,2,D,1
20232,05285622,66,0,1,100,D,13,D,20,D,,A,
20232,05285732,19,0,1,100,D,13,D,110,D,2,D,1
20232,05285822,13,0,1,100,D,13,D,750,D,,A,
20232,05285952,36,0,1,100,D,05,D,60,D,,A,
20232,05286063,25,0,1,100,D,13,D,150,D,,A,
20232,05286192,63,0,1,100,D,13,D,25,D,,A,
20232,05286351,41,0,1,100,D,01,D,60,D,,A,
20232,05286351,42,0,1,100,D,02,D,40,D,,A,
20232,05286351,43,0,1,100,D,03,D,60,D,,A,
20232,05286671,31,0,1,100,D,01,D,11,D,,A,
20232,05286671,32,0,1,100,D,02,D,30,D,,A,
20232,05287141,40,0,1,100,D,13,D,230,D,,A,
20232,05287904,45,0,1,100,D,13,D,25,D,,A,
20232,05288111,29,0,1,100,D,01,D,40,D,,A,
20232,05288331,22,0,1,100,D,13,D,800,D,2,D,1
20232,05288471,23,0,1,100,D,01,D,70,D,,A,
20232,05288811,17,0,1,100,D,13,D,125,D,,A,
20232,05288941,33,0,1,100,D,01,D,200,D,,A,
20232,05288941,34,0,1,100,D,02,D,200,D,,A,
20232,05288941,35,0,1,100,D,03,D,200,D,,A,
20232,05289151,53,0,1,100,D,13,D,12,D,,A,
20232,05289151,54,0,1,110,D,13,D,10,D,,A,
20232,05289261,11,0,1,100,D,13,D,100,D,,A,
20232,05289681,33,0,1,100,D,03,D,18,D,1,D,
20232,05290091,28,0,1,100,D,13,D,240,D,,A,
20232,05290171,47,0,1,100,D,13,D,50,D,,A,
20232,05290171,48,0,1,110,D,13,D,7,D,,A,
20232,05290371,20,0,1,100,D,13,D,20,D,,A,
20232,05290411,69,0,1,100,D,03,D,30,D,,A,
20232,05290591,12,0,1,100,D,13,D,300,D,,A,
20232,05290621,19,0,1,100,D,13,D,50,D,,A,
20232,05290641,24,0,1,100,D,13,D,25,D,,A,
20232,05291231,77,0,1,100,D,13,D,400,D,,A,
20232,05291241,16,0,1,100,D,02,D,25,D,,A,
20232,05291411,38,0,1,100,D,02,D,50,D,,A,
20232,05291571,20,0,1,100,D,13,D,200,D,,A,
20232,05291921,41,0,1,100,D,13,D,15,D,,A,
20232,05291931,16,0,1,100,D,13,D,60,D,,A,
20232,05292181,29,0,1,100,D,02,D,57,D,,A,
20232,05292231,29,0,1,100,D,13,D,360,D,,A,
20232,05292651,15,0,1,100,D,13,D,40,D,1,D,
20232,05292741,24,0,1,100,D,01,D,200,D,,A,
20232,05293061,49,0,1,100,D,13,D,30,D,,A,
20232,05293101,32,0,1,100,D,03,D,115,D,,A,
20232,05293271,75,0,1,100,D,13,D,40,D,,A,
20232,05293741,26,0,1,100,D,01,D,70,D,,A,
20232,05293741,27,0,1,100,D,02,D,70,D,,A,
20232,05293741,28,0,1,100,D,03,D,70,D,,A,
20232,05293971,15,0,1,100,D,02,D,50,D,,A,
20232,05293971,16,0,1,100,D,01,D,50,D,,A,
20232,05293971,17,0,1,110,D,01,D,50,D,,A,
20232,05293971,18,0,1,110,D,02,D,50,D,,A,
20232,05293981,21,0,1,100,D,13,D,275,D,2,D,2
20232,05294001,23,0,1,100,D,13,D,70,D,,A,
20232,05294021,23,0,1,100,D,02,D,15,D,2,D,1
20232,05294051,43,0,1,100,D,01,D,100,D,,A,
20232,05294311,34,0,1,100,D,01,D,120,D,,A,
20232,05294431,12,0,1,100,D,13,D,60,D,,A,
20232,05294791,25,0,1,100,D,02,D,200,D,,A,
20232,05294821,15,0,1,100,D,13,D,100,D,,A,
20232,05295441,28,0,1,100,D,13,D,50,D,,A,
20232,05295851,22,0,1,100,D,13,D,42,D,,A,
20232,05296133,26,0,1,100,D,03,D,104,D,,A,
20232,05296261,49,0,1,100,D,01,D,90,D,,A,
20232,05296401,48,0,1,110,D,02,D,12,D,,A,
20232,05296641,23,0,1,100,D,13,D,50,D,,A,
20232,05296771,43,0,1,100,D,13,D,100,D,,A,
20232,05296941,69,0,1,100,D,03,D,30,D,,A,
20232,05343981,13,0,1,100,D,04,D,100,D,,A,
20232,05344741,30,0,1,100,D,13,D,30,D,2,D,1
20232,05344961,37,0,1,110,D,13,D,5,D,,A,1
20232,05345101,15,0,1,100,D,04,D,50,D,,A,
20232,05345201,18,0,1,100,D,02,D,127,D,,A,
20232,05345201,19,0,1,100,D,03,D,414,D,,A,
20232,05345201,20,0,1,100,D,04,D,548,D,,A,
20232,05345411,19,0,1,100,D,13,D,80,D,,A,
20232,05345451,27,0,1,100,D,04,D,200,D,,A,
20232,05345751,35,0,1,100,D,03,D,70,D,,A,
20232,05345961,34,0,1,100,D,02,D,38,D,,A,
20232,05345961,35,0,1,100,D,03,D,38,D,,A,
20232,05345961,36,0,1,100,D,04,D,38,D,,A,
20232,05346091,28,0,1,100,D,04,D,80,D,,A,
20232,05346131,24,0,1,100,D,13,D,250,D,,A,
20232,05346261,15,0,1,100,D,13,D,60,D,,A,
20232,05346741,16,0,1,100,D,13,D,300,D,2,D,1
20232,05346841,48,0,1,100,D,03,D,25,D,,A,
20232,05346841,49,0,1,100,D,04,D,25,D,,A,
20232,05346941,53,0,1,100,D,04,D,30,D,,A,
20232,05346991,26,0,1,100,D,13,D,50,D,,A,
20232,05347021,37,0,1,100,D,13,D,200,D,,A,
20232,05347271,34,0,1,100,D,13,D,10,D,,A,
20232,05347391,20,0,1,100,D,02,D,200,D,,A,
20232,05347581,27,0,1,100,D,02,D,45,D,,A,
20232,05347601,12,0,1,100,D,02,D,300,D,,A,
20232,05347792,13,0,1,100,D,02,D,200,D,2,D,
20232,05347792,14,0,1,100,D,03,D,200,D,2,D,
20232,05347792,15,0,1,100,D,04,D,200,D,2,D,
20232,05348121,13,0,1,100,D,02,D,250,D,,A,
20232,05348181,35,0,1,100,D,02,D,67,D,,A,
20232,05348181,36,0,1,100,D,03,D,190,D,,A,
20232,05348181,37,0,1,100,D,04,D,180,D,,A,
20232,05348231,18,0,1,100,D,13,D,30,D,,A,
20232,05348421,28,0,1,100,D,02,D,246,D,,A,
20232,05348421,29,0,1,100,D,03,D,95,D,,A,
20232,05348421,30,0,1,100,D,04,D,191,D,,A,
20232,05348831,34,0,1,100,D,13,D,50,D,,A,
20232,05349121,30,0,1,100,D,03,D,20,D,,A,
20232,05349121,31,0,1,100,D,04,D,20,D,,A,
20232,05349461,32,0,1,100,D,02,D,300,D,,A,
20232,05349461,33,0,1,100,D,03,D,300,D,,A,
20232,05349461,34,0,1,100,D,04,D,300,D,,A,
20232,05349621,26,0,1,100,D,04,D,40,D,,A,
20232,05349751,29,0,1,100,D,02,D,142,D,,A,
20232,05349751,30,0,1,100,D,03,D,161,D,,A,
20232,05349751,31,0,1,100,D,04,D,144,D,,A,
20232,05349801,11,0,1,100,D,13,D,200,D,,A,
20232,05350051,23,0,1,100,D,13,D,75,D,,A,
20232,05350141,43,0,1,100,D,04,D,80,D,,A,
20232,05350141,44,0,1,100,D,03,D,50,D,,A,
20232,05350231,27,0,1,100,D,02,D,60,D,,A,
20232,05350261,45,0,1,100,D,04,D,20,D,,A,
20232,05350281,17,0,1,100,D,13,D,200,D,,A,
20232,05350691,69,0,1,100,D,02,D,200,D,,A,
20232,05350691,70,0,1,100,D,04,D,100,D,,A,
20232,05350751,45,0,1,100,D,13,D,300,D,,A,
20232,05350841,47,0,1,100,D,13,D,100,D,,A,
20232,05351452,34,0,1,100,D,03,D,57,D,,A,
20232,05351471,34,0,1,100,D,13,D,50,D,,A,
20232,05351591,37,0,1,100,D,04,D,282,D,,A,
20232,05351681,30,0,1,110,D,13,D,120,D,,A,
20232,05352061,26,0,1,100,D,13,D,90,D,,A,
20232,05352443,21,0,1,100,D,13,D,50,D,,A,
20232,05352501,40,0,1,100,D,13,D,150,D,2,D,1
20232,05352581,16,0,1,100,D,04,D,50,D,,A,
20232,05352811,20,0,1,100,D,13,D,35,D,,A,
20232,05353424,38,0,1,100,D,04,D,100,D,,A,
20232,05353481,25,0,1,100,D,03,D,60,D,2,D,1
20232,05353571,15,0,1,100,D,13,D,800,D,,A,
20232,05353661,54,0,1,100,D,03,D,60,D,,A,
20232,05354051,49,0,1,100,D,02,D,25,D,,A,
20232,05354084,23,0,1,100,D,13,D,50,D,,A,
20232,05354151,22,0,1,100,D,13,D,250,D,,A,
20232,05354271,47,0,1,100,D,04,D,70,D,,A,
20232,05354391,54,0,1,100,D,02,D,250,D,,A,
20232,05354391,55,0,1,100,D,03,D,150,D,,A,
20232,05354391,56,0,1,100,D,04,D,250,D,,A,
20232,05354671,43,0,1,100,D,13,D,15,D,2,D,1
20232,05354731,20,0,1,100,D,03,D,40,D,,A,
20232,05354731,21,0,1,100,D,04,D,40,D,,A,
20232,05354981,35,0,1,100,D,13,D,50,D,,A,
20232,05355021,17,0,1,100,D,02,D,100,D,,A,
20232,05355021,18,0,1,100,D,03,D,200,D,,A,
20232,05355021,19,0,1,100,D,04,D,200,D,,A,
20232,05355694,30,0,1,100,D,05,D,332,D,,A,
20232,05355694,31,0,1,110,D,05,D,30,D,,A,
20232,05356541,26,0,1,100,D,13,D,80,D,2,D,1
20232,05356551,49,0,1,100,D,13,D,100,D,,A,
20232,05357101,36,0,1,100,D,03,D,95,D,2,D,4
20232,05357111,47,0,1,100,D,03,D,150,D,,A,
20232,05357461,36,0,1,100,D,05,D,60,D,,A,
20232,05357611,62,0,1,100,D,13,D,500,D,,A,
20232,05357634,43,0,1,100,D,13,D,50,D,,A,
20232,05357781,52,0,1,100,D,04,D,30,D,,A,
20232,05357781,53,0,1,100,D,05,D,30,D,,A,
20232,05358201,53,0,1,100,D,13,D,160,D,,A,
20232,05358241,19,0,1,100,D,05,D,200,D,,A,
20232,05358441,80,0,1,100,D,03,D,17,D,2,D,1
20232,05358492,27,0,1,100,D,03,D,60,D,,A,
20232,05358641,34,0,1,100,D,13,D,100,D,,A,
20232,05358931,50,0,1,100,D,04,D,32,D,2,D,1
20232,05358951,27,0,1,100,D,05,D,80,D,,A,
20232,05359081,23,0,1,100,D,13,D,40,D,,A,
20232,05359201,26,0,1,100,D,13,D,40,D,,A,
20232,05359311,58,0,1,100,D,04,D,30,D,,A,
20232,05359461,37,0,1,100,D,13,D,33,D,2,D,1
20232,05359541,38,0,1,100,D,13,D,80,D,,A,
20232,05359601,41,0,1,100,D,05,D,50,D,,A,
20232,05359731,38,0,1,100,D,13,D,80,D,,A,
20232,05359831,40,0,1,100,D,03,D,150,D,2,D,1
20232,05360611,12,0,1,100,D,13,D,28,D,,A,
20232,05360823,58,0,1,100,D,13,D,40,D,,A,
20232,05360831,35,0,1,100,D,05,D,200,D,,A,
20232,05361051,20,0,1,120,D,03,D,,H,,A,
20232,05361051,20,1,1,100,D,03,D,19,E,,A,
20232,05361051,20,2,1,110,D,03,D,6,E,,A,
20232,05361051,21,0,1,100,D,03,D,450,D,,A,
20232,05361061,30,0,1,100,D,05,D,50,D,,A,
20232,05361471,36,0,1,100,D,03,D,50,D,,A,
20232,05362061,29,0,1,100,D,03,D,7,D,,A,
20232,05362061,30,0,1,100,D,04,D,49,D,,A,
20232,05362061,31,0,1,100,D,05,D,14,D,,A,
20232,05362161,32,0,1,100,D,04,D,150,D,,A,
20232,05362161,33,0,1,100,D,05,D,150,D,,A,
20232,05362211,80,0,1,100,D,13,D,20,D,2,D,1
20232,05362581,33,0,1,100,D,05,D,50,D,2,D,1
20232,05362981,19,0,1,100,D,13,D,65,D,,A,
20232,05363181,43,0,1,100,D,03,D,31,D,2,D,1
20232,05363701,37,0,1,100,D,13,D,300,D,,A,
20232,05364181,33,0,1,100,D,13,D,50,D,,A,
20232,05364281,17,0,1,100,D,04,D,7,D,2,D,1
20232,05364281,18,0,1,100,D,03,D,15,D,2,D,1
20232,05364281,19,0,1,100,D,03,D,15,D,2,D,1
20232,05364281,20,0,1,100,D,04,D,15,D,2,D,1
20232,05364281,21,0,1,100,D,04,D,15,D,2,D,1
20232,05364281,22,0,1,100,D,05,D,15,D,2,D,1
20232,05364281,23,0,1,100,D,05,D,15,D,2,D,1
20232,05364411,22,0,1,100,D,05,D,40,D,,A,
20232,05364531,50,0,1,100,D,05,D,100,D,,A,
20232,05364621,42,0,1,100,D,03,D,50,D,2,D,1
20232,05365131,54,0,1,100,D,05,D,26,D,,A,
20232,05365381,17,0,1,100,D,13,D,50,D,,A,
20232,05365431,47,0,1,100,D,13,D,35,D,,A,
20232,05365631,44,0,1,100,D,13,D,30,D,,A,
20232,05365851,29,0,1,100,D,13,D,25,D,,A,
20232,05365931,35,0,1,100,D,04,D,100,D,,A,
20232,05365931,36,0,1,100,D,05,D,200,D,,A,
20232,05365961,30,0,1,100,D,13,D,240,D,,A,
20232,05366041,37,0,1,100,D,13,D,150,D,,A,
20232,05366591,19,0,1,100,D,13,D,40,D,1,D,
20233,05201694,56,0,1,100,D,06,D,50,D,,A,
20233,05201744,35,0,2,100,D,04,D,12,D,,A,
20233,05201884,40,0,1,100,D,04,D,27,D,,A,
20233,05201914,9,0,1,110,D,05,D,2,D,,A,
20233,05201954,22,0,1,100,D,13,D,80,D,2,D,1
20233,05201954,23,0,1,110,D,13,D,15,D,,A,
20233,05202074,22,0,1,100,D,13,D,30,D,,A,
20233,05202974,13,0,1,100,D,13,D,300,D,,A,
20233,05203314,33,0,1,100,D,06,D,32,D,,A,
20233,05203324,35,0,1,100,D,06,D,118,D,2,D,3
20233,05203354,31,0,1,100,D,05,D,45,D,1,D,
20233,05203664,52,0,2,100,D,04,D,100,D,,A,
20233,05203664,53,0,2,100,D,04,D,1,D,,A,
20233,05204414,60,0,1,100,D,13,D,100,D,,A,
20233,05204614,70,0,1,100,D,04,D,68,D,,A,
20233,05204984,42,0,1,100,D,04,D,37,D,,A,
20233,05204984,43,0,1,100,D,05,D,11,D,,A,
20233,05205004,57,0,1,100,D,04,D,185,D,,A,
20233,05205184,56,0,1,100,D,04,D,86,D,,A,
20233,05205184,57,0,1,100,D,05,D,22,D,,A,
20233,05205184,58,0,1,100,D,05,D,1,D,,A,
20233,05206034,56,0,1,100,D,05,D,230,D,,A,
20233,05206444,37,0,1,100,D,13,D,255,D,,A,
20233,05206894,19,0,1,110,D,13,D,65,D,,A,1
20233,05206914,27,0,1,100,D,05,D,30,D,,A,
20233,05207044,17,0,1,100,D,06,D,30,D,,A,
20233,05207044,18,0,1,100,D,04,D,30,D,,A,
20233,05207764,46,0,1,100,D,04,D,60,D,,A,
20233,05208024,51,0,1,100,D,05,D,20,D,,A,
20233,05208174,74,0,1,100,D,05,D,316,D,,A,
20233,05208664,17,0,1,100,D,04,D,35,D,,A,
20233,05208664,18,0,1,100,D,05,D,45,D,,A,
20233,05208674,19,0,1,100,D,13,D,10,D,,A,
20233,05208794,12,0,1,100,D,04,D,36,D,,A,
20233,05209454,41,0,1,100,D,13,D,60,D,2,D,1
20233,05209474,14,0,1,100,D,13,D,200,D,,A,
20233,05209734,40,0,1,100,D,13,D,200,D,1,D,
20233,05209894,44,0,2,100,D,04,D,32,D,,A,
20233,05210264,25,0,1,100,D,13,D,150,D,2,D,1
20233,05210314,49,0,1,100,D,05,D,80,D,,A,
20233,05210724,39,0,1,100,D,06,D,45,D,,A,
20233,05210744,79,0,1,100,D,05,D,143,D,,A,
20233,05211054,65,0,1,100,D,05,D,20,D,,A,
20233,05211214,18,0,1,100,D,13,D,40,D,,A,
20233,05211354,31,0,1,100,D,13,D,65,D,,A,
20233,05211644,32,0,1,100,D,05,D,133,D,,A,
20233,05211644,33,0,1,100,D,04,D,426,D,,A,
20233,05211644,34,0,1,100,D,06,D,225,D,,A,
20233,05211674,45,0,1,100,D,06,D,180,D,,A,
20233,05212454,81,0,1,100,D,13,D,100,D,,A,
20233,05213174,37,0,1,100,D,06,D,70,D,,A,
20233,05213364,59,0,1,100,D,07,D,34,D,,A,
20233,05213704,70,0,1,100,D,07,D,60,D,,A,
20233,05213734,28,0,1,100,D,13,D,120,D,,A,
20233,05213754,44,0,1,110,D,13,D,55,D,,A,
20233,05214114,29,0,1,100,D,05,D,150,D,,A,
20233,05214114,30,0,1,100,D,06,D,150,D,,A,
20233,05214114,31,0,1,100,D,07,D,75,D,,A,
20233,05214214,25,0,1,100,D,13,D,50,D,,A,
20233,05214354,41,0,1,100,D,07,D,70,D,,A,
20233,05214354,42,0,2,100,D,05,D,200,D,,A,
20233,05214394,43,0,1,100,D,13,D,135,D,,A,
20233,05214434,46,0,1,100,D,07,D,60,D,,A,
20233,05214544,75,0,1,100,D,07,D,200,D,,A,
20233,05214544,76,0,2,100,D,05,D,100,D,,A,
20233,05214764,41,0,2,100,D,05,D,500,D,,A,
20233,05214914,24,0,1,100,D,13,D,25,D,,A,
20233,05215164,63,0,1,100,D,13,D,60,D,2,D,1
20233,05215194,40,0,1,100,D,05,D,1,D,,A,
20233,05215234,26,0,1,100,D,05,D,25,D,,A,
20233,05215234,27,0,1,100,D,05,D,11,D,,A,
20233,05215364,29,0,1,100,D,05,D,15,D,,A,
20233,05215364,30,0,1,100,D,06,D,15,D,,A,
20233,05215364,31,0,1,100,D,07,D,70,D,,A,
20233,05215774,27,0,1,100,D,13,D,60,D,,A,
20233,05215854,22,0,2,100,D,05,D,150,D,,A,
20233,05215934,59,0,1,100,D,07,D,100,D,2,D,1
20233,05216014,46,0,1,100,D,07,D,73,D,,A,
20233,05216244,34,0,1,100,D,06,D,200,D,,A,
20233,05216274,31,0,1,100,D,13,D,40,D,,A,
20233,05216714,38,0,1,100,D,13,D,32,D,1,D,
20233,05216714,39,0,1,100,D,07,D,50,F,,C,
20233,05216994,72,0,1,100,D,05,D,45,D,,A,
20233,05216994,73,0,1,100,D,06,D,20,D,,A,
20233,05216994,74,0,1,100,D,07,D,16,D,,A,
20233,05216994,75,0,1,110,D,07,D,64,D,,A,
20233,05217004,41,0,1,100,D,13,D,25,D,,A,
20233,05217714,40,0,1,100,D,13,D,100,D,,A,
20233,05217914,18,0,1,100,D,13,D,200,D,,A,
20233,05217954,41,0,1,100,D,07,D,45,D,,A,
20233,05218214,36,0,1,100,D,13,D,50,D,,A,
20233,05218224,26,0,1,100,D,13,D,40,D,,A,
20233,05218284,22,0,1,100,D,13,D,50,D,,A,
20233,05218284,23,0,1,100,D,13,D,40,D,,A,
20233,05218284,24,0,1,100,D,07,D,52,D,,A,
20233,05218654,47,0,1,100,D,05,D,130,F,,A,
20233,05218854,31,0,1,100,D,13,D,25,D,,A,
20233,05218994,27,0,1,100,D,13,D,100,D,2,D,1
20233,05219454,43,0,1,100,D,05,D,100,D,,A,
20233,05219634,44,0,1,100,D,06,D,50,D,,A,
20233,05219634,45,0,1,100,D,07,D,50,D,,A,
20233,05219994,20,0,1,100,D,07,D,1000,D,,A,
20233,05220194,50,0,1,100,D,07,D,100,D,,A,
20233,05220394,25,0,1,100,D,13,D,200,D,1,D,
20233,05220424,37,0,1,100,D,13,D,40,D,,A,
20233,05220664,18,0,2,100,D,05,D,125,D,,A,
20233,05220914,34,0,1,100,D,07,D,20,D,,A,
20233,05220914,35,0,1,100,D,05,D,54,D,,A,
20233,05221284,58,0,1,100,D,07,D,75,D,,A,
20233,05221474,51,0,1,100,D,13,D,50,D,,A,
20233,05221524,34,0,1,100,D,05,D,200,D,2,D,1
20233,05221524,35,0,1,100,D,06,D,50,D,2,D,1
20233,05221524,36,0,1,100,D,07,D,150,D,2,D,1
20233,05221614,41,0,1,100,D,06,D,11,D,,A,
20233,05221614,42,0,1,100,D,07,D,23,D,,A,
20233,05221614,43,0,2,100,D,05,D,17,D,,A,
20233,05221974,57,0,1,100,D,06,D,50,D,,A,
20233,05222164,28,0,2,100,D,05,D,30,D,,A,
20233,05222604,54,0,1,100,D,06,D,40,D,,A,
20233,05222754,18,0,1,100,D,13,D,300,D,,A,
20233,05223484,57,0,1,100,D,07,D,150,D,,A,
20233,05223974,30,0,1,100,D,07,D,120,D,,A,
20233,05224164,11,0,1,100,D,13,D,60,D,1,D,
20233,05224284,21,0,1,100,D,13,D,100,D,,A,
20233,05224334,26,0,1,100,D,13,D,150,D,,A,
20233,05224424,46,0,1,100,D,06,D,25,D,,A,
20233,05224574,18,0,1,100,D,13,D,75,D,2,D,2
20233,05224744,44,0,1,100,D,05,D,40,D,,A,
20233,05224744,45,0,1,100,D,07,D,100,D,,A,
20233,05224784,22,0,1,100,D,13,D,100,D,,A,
20233,05225064,91,0,1,100,D,07,D,150,D,,A,
20233,05225364,39,0,1,100,D,07,D,22,D,,A,
20233,05225584,45,0,2,100,D,06,D,1000,D,,A,
20233,05225804,37,0,1,110,D,13,D,10,D,,A,
20233,05225954,12,0,1,100,D,06,D,35,D,,A,
20233,05226114,66,0,1,100,D,13,D,50,D,,A,
20233,05226214,31,0,2,100,D,06,D,30,D,,A,
20233,05226524,65,0,1,100,D,07,D,90,D,1,D,
20233,05226524,66,0,1,100,D,08,D,90,D,1,D,
20233,05226544,58,0,1,100,D,08,D,45,D,,A,
20233,05226694,62,0,1,100,D,06,D,17,D,2,D,1
20233,05226694,63,0,2,100,D,06,D,30,D,2,D,1
20233,05226774,27,0,1,100,D,08,D,5,D,,A,
20233,05226944,23,0,1,100,D,06,D,250,D,2,D,4
20233,05227334,22,0,1,100,D,08,D,30,D,,A,
20233,05227454,26,0,1,100,D,08,D,20,D,,A,
20233,05227564,35,0,1,100,D,13,D,50,D,,A,
20233,05227624,22,0,1,100,D,08,D,150,D,1,D,
20233,05227624,23,0,1,100,D,07,D,40,D,1,D,
20233,05227624,24,0,1,100,D,06,D,20,D,1,D,
20233,05227674,48,0,1,100,D,06,D,160,D,2,D,2
20233,05228154,20,0,1,100,D,13,D,120,D,2,D,1
20233,05228214,112,0,1,100,D,13,D,40,D,2,D,1
20233,05228384,25,0,1,100,D,08,D,250,D,,A,
20233,05228744,48,0,1,100,D,07,D,46,D,,A,
20233,05228794,14,0,1,100,D,13,D,1,D,,A,
20233,05229184,18,0,1,100,D,07,D,38,D,,A,
20233,05229334,55,0,1,100,D,08,D,20,D,,A,
20233,05230594,30,0,1,100,D,13,D,50,D,,A,
20233,05230714,33,0,2,100,D,06,D,20,D,2,D,1
20233,05230814,73,0,1,100,D,13,D,40,D,,A,
20233,05230904,54,0,1,100,D,07,D,25,D,,A,
20233,05231024,24,0,1,100,D,13,D,50,D,,A,
20233,05231064,20,0,1,100,D,07,D,200,D,1,D,
20233,05231154,33,0,1,100,D,13,D,15,D,1,D,
20233,05231274,78,0,1,100,D,07,D,180,D,2,D,1
20233,05231324,33,0,1,100,D,13,D,1,D,,A,
20233,05231694,39,0,1,100,D,06,D,68,D,,A,
20233,05231694,40,0,1,100,D,07,D,81,D,,A,
20233,05231694,41,0,1,100,D,08,D,55,D,,A,
20233,05232264,35,0,1,100,D,06,D,800,D,,A,
20233,05232374,23,0,1,100,D,13,D,25,D,,A,
20233,05233484,53,0,1,100,D,08,D,17,D,,A,
20233,05234274,101,0,1,100,D,13,D,100,D,,A,
20233,05234584,42,0,1,100,D,08,D,75,D,,A,
20233,05234904,85,0,1,100,D,13,D,65,D,,A,
20233,05235014,24,0,1,100,D,06,D,60,D,1,D,
20233,05235014,25,0,1,100,D,07,D,30,D,1,D,
20233,05235684,43,0,1,100,D,06,D,148,D,,A,
20233,05235684,44,0,1,100,D,07,D,58,D,,A,
20233,05235684,45,0,1,100,D,08,D,37,D,,A,
20233,05235914,38,0,1,100,D,07,D,55,D,,A,
20233,05236714,24,0,1,100,D,08,D,22,D,,A,
20233,05251983,84,0,1,100,D,13,D,50,D,,A,
20233,05252544,64,0,1,100,D,04,D,47,D,,A,
20233,05252544,65,0,1,100,D,05,D,40,D,,A,
20233,05252544,66,0,1,100,D,06,D,50,D,,A,
20233,05252623,29,0,1,100,D,06,D,8,D,,A,
20233,05252714,49,0,1,100,D,13,D,30,D,,A,
20233,05253433,18,0,1,100,D,06,D,400,D,,A,
20233,05253453,53,0,1,100,D,05,D,50,D,,A,
20233,05253563,21,0,2,100,D,04,D,60,D,,A,
20233,05253583,78,0,2,100,D,04,D,40,D,,A,
20233,05254063,47,0,1,100,D,06,D,30,D,,A,
20233,05254443,42,0,1,110,D,06,D,9,D,,A,
20233,05254643,28,0,1,100,D,05,D,20,D,,A,
20233,05254643,29,0,1,100,D,06,D,30,D,,A,
20233,05254703,62,0,1,100,D,06,D,25,D,2,D,1
20233,05254803,16,0,1,100,D,13,D,160,D,,A,
20233,05255513,15,0,1,100,D,13,D,5,D,,A,
20233,05255603,34,0,1,100,D,04,D,35,D,,A,
20233,05255933,22,0,1,100,D,04,D,30,D,,A,
20233,05255933,23,0,1,100,D,05,D,30,D,,A,
20233,05255933,24,0,1,100,D,06,D,30,D,,A,
20233,05256083,26,0,1,100,D,05,D,80,D,,A,
20233,05256083,27,0,1,100,D,13,D,45,D,,A,
20233,05256373,61,0,1,100,D,05,D,83,D,,A,
20233,05256643,33,0,1,100,D,06,D,60,D,,A,
20233,05257623,67,0,1,100,D,05,D,50,D,,A,
20233,05257713,32,0,2,100,D,04,D,40,D,,A,
20233,05257733,45,0,1,100,D,13,D,50,D,,A,
20233,05257803,46,0,1,100,D,13,D,150,D,,A,
20233,05257803,47,0,1,110,D,13,D,30,D,,A,
20233,05257873,17,0,1,100,D,06,D,50,D,2,D,1
20233,05258233,31,0,1,100,D,06,D,15,D,,A,
20233,05258663,56,0,1,100,D,04,D,130,D,,A,
20233,05258723,10,0,1,100,D,13,D,21,D,,A,
20233,05258733,33,0,1,110,D,04,D,60,D,,A,
20233,05259013,105,0,1,100,D,04,D,32,D,,A,
20233,05259013,106,0,1,100,D,05,D,8,D,,A,
20233,05259393,33,0,1,100,D,13,D,100,D,2,D,1
20233,05259563,32,0,1,100,D,13,D,48,D,,A,
20233,05259723,26,0,1,100,D,06,D,18,D,,A,
20233,05259983,40,0,1,100,D,13,D,50,D,1,D,
20233,05260193,42,0,1,100,D,06,D,50,D,,A,
20233,05260323,30,0,1,110,D,05,D,40,D,,A,
20233,05260633,16,0,1,100,D,13,D,60,D,,A,
20233,05260853,47,0,1,100,D,13,D,22,D,,A,
20233,05261103,62,0,1,110,D,06,D,343,D,,A,2
20233,05261453,33,0,1,100,D,13,D,60,D,,A,
20233,05261943,29,0,2,100,D,04,D,150,D,,A,
20233,05262773,34,0,1,100,D,05,D,100,D,,A,
20233,05263053,55,0,1,100,D,13,D,80,D,,A,
20233,05263423,49,0,1,100,D,13,D,5,D,,A,
20233,05263573,88,0,1,100,D,05,D,95,D,,A,
20233,05263573,89,0,1,100,D,06,D,50,D,,A,
20233,05263573,90,0,1,110,D,07,D,25,D,,A,
20233,05263893,28,0,1,100,D,07,D,15,D,,A,
20233,05263933,67,0,1,100,D,07,D,20,D,1,D,
20233,05263993,36,0,1,100,D,13,D,50,D,,A,
20233,05263993,37,0,2,100,D,05,D,100,D,,A,
20233,05264023,31,0,1,100,D,06,D,150,D,2,D,1
20233,05264043,18,0,1,100,D,13,D,45,D,,A,
20233,05264083,45,0,1,100,D,13,D,10,D,,A,
20233,05264343,59,0,1,100,D,07,D,200,D,,A,
