QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20233,05205784,52,9,1,3,E,190,D
20233,05205784,52,10,1,4,E,210,D
20233,05205784,52,11,1,4,E,220,D
20233,05208024,43,0,1,,H,,A
20233,05208024,43,1,1,67,E,130,D
20233,05209894,32,0,1,,H,,A
20233,05209894,32,1,1,200,E,130,D
20233,05214544,65,0,1,,H,,A
20233,05214544,65,1,1,509,E,100,D
20233,05214544,65,2,1,94,E,110,D
20233,05214544,65,3,1,166,E,120,D
20233,05214544,65,4,1,904,E,130,D
20233,05214544,65,5,1,26,E,140,D
20233,05214544,65,6,1,1549,E,150,D
20233,05214544,65,7,1,218,E,160,D
20233,05214544,65,8,1,98,E,170,D
20233,05214544,65,9,1,1263,E,180,D
20233,05214544,65,10,1,173,E,190,D
20233,05216614,57,0,1,,H,,A
20233,05216614,57,1,1,80,E,120,D
20233,05216614,57,2,1,440,E,130,D
20233,05216614,57,3,1,18,E,140,D
20233,05216614,57,4,1,754,E,150,D
20233,05216614,57,5,1,106,E,160,D
20233,05216614,57,6,1,47,E,170,D
20233,05216614,57,7,1,614,E,180,D
20233,05216614,57,8,1,84,E,190,D
20233,05216614,57,9,1,108,E,210,D
20233,05216614,57,10,1,111,E,220,D
20233,05217484,55,0,1,,H,,A
20233,05217484,55,1,1,68,E,100,D
20233,05217484,55,2,1,14,E,110,D
20233,05217484,55,3,1,28,E,120,D
20233,05217484,55,4,1,3,E,140,D
20233,05217484,55,5,1,217,E,150,D
20233,05217484,55,6,1,25,E,160,D
20233,05217484,55,7,1,12,E,170,D
20233,05217484,55,8,1,109,E,180,D
20233,05217484,55,9,1,24,E,190,D
20233,05219024,65,0,1,,H,,A
20233,05219024,65,1,1,21,E,120,D
20233,05219024,65,2,1,3,E,140,D
20233,05219024,65,3,1,177,E,150,D
20233,05219024,65,4,1,25,E,160,D
20233,05219024,65,5,1,11,E,170,D
20233,05219024,65,6,1,144,E,180,D
20233,05219024,65,7,1,19,E,190,D
20233,05220864,35,0,1,,H,,A
20233,05220864,35,1,1,76,E,100,D
20233,05220864,35,2,1,17,E,110,D
20233,05220864,35,3,1,33,E,120,D
20233,05220864,35,4,1,4,E,140,D
20233,05220864,35,5,1,266,E,150,D
20233,05220864,35,6,1,30,E,160,D
20233,05220864,35,7,1,14,E,170,D
20233,05220864,35,8,1,131,E,180,D
20233,05220864,35,9,1,29,E,190,D
20233,05224084,21,0,1,,H,,A
20233,05224084,21,1,1,184,E,100,D
20233,05224084,21,2,1,34,E,110,D
20233,05224084,21,3,1,61,E,120,D
20233,05224084,21,4,1,331,E,130,D
20233,05224084,21,5,1,15,E,140,D
20233,05224084,21,6,1,568,E,150,D
20233,05224084,21,7,1,80,E,160,D
20233,05224084,21,8,1,36,E,170,D
20233,05224084,21,9,1,463,E,180,D
20233,05224084,21,10,1,63,E,190,D
20233,05224084,21,11,1,81,E,210,D
20233,05224084,21,12,1,84,E,220,D
20233,05224644,81,0,1,,H,,A
20233,05224644,81,1,1,31,E,120,D
20233,05224644,81,2,1,4,E,140,D
20233,05224644,81,3,1,229,E,150,D
20233,05224644,81,4,1,7,E,160,D
20233,05224644,81,5,1,25,E,170,D
20233,05224644,81,6,1,476,E,180,D
20233,05224644,81,7,1,28,E,190,D
20233,05227324,65,0,1,,H,,A
20233,05227324,65,1,1,24,E,120,D
20233,05227324,65,2,1,3,E,140,D
20233,05227324,65,3,1,195,E,150,D
20233,05227324,65,4,1,27,E,160,D
20233,05227324,65,5,1,12,E,170,D
20233,05227324,65,6,1,158,E,180,D
20233,05227324,65,7,1,21,E,190,D
20233,05230814,61,0,1,,H,,A
20233,05230814,61,1,1,15,E,120,D
20233,05230814,61,2,1,1,E,140,D
20233,05230814,61,3,1,104,E,150,D
20233,05230814,61,4,1,14,E,160,D
20233,05230814,61,5,1,6,E,170,D
20233,05230814,61,6,1,84,E,180,D
20233,05230814,61,7,1,11,E,190,D
20233,05232044,29,0,1,,H,,A
20233,05232044,29,1,1,75,E,120,D
20233,05232044,29,2,1,6,E,140,D
20233,05232044,29,3,1,606,E,150,D
20233,05232044,29,4,1,109,E,160,D
20233,05232044,29,5,1,91,E,170,D
20233,05232044,29,6,1,68,E,180,D
20233,05232044,29,7,1,45,E,190,D
20233,05234904,73,0,1,,H,,A
20233,05234904,73,1,1,27,E,120,D
20233,05234904,73,2,1,3,E,140,D
20233,05234904,73,3,1,221,E,150,D
20233,05234904,73,4,1,31,E,160,D
20233,05234904,73,5,1,14,E,170,D
20233,05234904,73,6,1,180,E,180,D
20233,05234904,73,7,1,24,E,190,D
20233,05251983,67,0,1,,H,,A
20233,05251983,67,1,1,104,E,100,D
20233,05251983,67,2,1,23,E,110,D
20233,05251983,67,3,1,34,E,120,D
20233,05251983,67,4,1,5,E,140,D
20233,05251983,67,5,1,321,E,150,D
20233,05251983,67,6,1,45,E,160,D
20233,05251983,67,7,1,20,E,170,D
20233,05251983,67,8,1,262,E,180,D
20233,05251983,67,9,1,36,E,190,D
20233,05255673,14,0,1,,H,,A
20233,05255673,14,1,1,27,E,120,D
20233,05255673,14,2,1,3,E,140,D
20233,05255673,14,3,1,179,E,150,D
20233,05255673,14,4,1,21,E,160,D
20233,05255673,14,5,1,9,E,170,D
20233,05255673,14,6,1,13,E,180,D
20233,05255673,14,7,1,18,E,190,D
20233,05257193,43,0,1,,H,,A
20233,05257193,43,1,1,176,E,120,D
20233,05257193,43,2,1,28,E,140,D
20233,05257193,43,3,1,1648,E,150,D
20233,05257193,43,4,1,232,E,160,D
20233,05257193,43,5,1,104,E,170,D
20233,05257193,43,6,1,1343,E,180,D
20233,05257193,43,7,1,184,E,190,D
20233,05257193,43,8,1,242,E,210,D
20233,05257193,43,9,1,243,E,220,D
20233,05259333,33,0,1,,H,,A
20233,05259333,33,1,1,221,E,100,D
20233,05259333,33,2,1,41,E,110,D
20233,05259333,33,3,1,73,E,120,D
20233,05259333,33,4,1,11,E,140,D
20233,05259333,33,5,1,687,E,150,D
20233,05259333,33,6,1,96,E,160,D
20233,05259333,33,7,1,43,E,170,D
20233,05259333,33,8,1,555,E,180,D
20233,05259333,33,9,1,76,E,190,D
20233,05259333,33,10,1,97,E,210,D
20233,05259333,33,11,1,100,E,220,D
20233,05260783,23,0,1,,H,,A
20233,05260783,23,1,1,8,E,100,D
20233,05260783,23,2,1,2,E,110,D
20233,05260783,23,3,1,4,E,120,D
20233,05260783,23,4,1,26,E,130,D
20233,05260783,23,5,1,40,E,150,D
20233,05260783,23,6,1,7,E,160,D
20233,05260783,23,7,1,6,E,170,D
20233,05260783,23,8,1,4,E,180,D
20233,05260783,23,9,1,3,E,190,D
20233,05261563,74,0,1,,H,,A
20233,05261563,74,1,1,168,E,210,D
20233,05261563,74,2,1,252,E,220,D
20233,05263423,42,0,1,,H,,A
20233,05263423,42,1,1,160,E,120,D
20233,05263423,42,2,1,23,E,140,D
20233,05263423,42,3,1,1115,E,150,D
20233,05263423,42,4,1,34,E,160,D
20233,05263423,42,5,1,125,E,170,D
20233,05263423,42,6,1,2354,E,180,D
20233,05263423,42,7,1,139,E,190,D
20233,05266413,30,0,1,,H,,A
20233,05266413,30,1,1,265,G,130,D
20233,05266653,30,0,1,,H,,A
20233,05266653,30,1,1,50,E,120,D
20233,05266653,30,2,1,233,E,130,D
20233,05266653,30,3,1,7,E,140,D
20233,05266653,30,4,1,358,E,150,D
20233,05266653,30,5,1,11,E,160,D
20233,05266653,30,6,1,40,E,170,D
20233,05266653,30,7,1,757,E,180,D
20233,05266653,30,8,1,44,E,190,D
20233,05267093,24,0,1,,H,,A
20233,05267093,24,1,1,80,E,100,D
20233,05267093,24,2,1,20,E,110,D
20233,05267133,48,0,1,,H,,A
20233,05267133,48,1,1,219,E,100,D
20233,05267133,48,2,1,58,E,110,D
20233,05267133,48,3,1,118,E,120,D
20233,05267133,48,4,1,570,E,130,D
20233,05267133,48,5,1,11,E,140,D
20233,05267133,48,6,1,1002,E,150,D
20233,05267133,48,7,1,181,E,160,D
20233,05267133,48,8,1,150,E,170,D
20233,05267133,48,9,1,112,E,180,D
20233,05267133,48,10,1,82,E,190,D
20233,05267133,48,11,1,175,E,210,D
20233,05267133,48,12,1,122,E,220,D
20233,05269373,51,0,1,,H,,A
20233,05269373,51,1,1,265,E,130,D
20233,05272523,50,0,1,,H,,A
20233,05272523,50,1,1,184,E,100,D
20233,05272523,50,2,1,34,E,110,D
20233,05272523,50,3,1,61,E,120,D
20233,05272523,50,4,1,331,E,130,D
20233,05272523,50,5,1,9,E,140,D
20233,05272523,50,6,1,568,E,150,D
20233,05272523,50,7,1,80,E,160,D
20233,05272523,50,8,1,36,E,170,D
20233,05272523,50,9,1,463,E,180,D
20233,05272523,50,10,1,63,E,190,D
20233,05272523,50,11,1,87,E,210,D
20233,05272523,50,12,1,84,E,220,D
20233,05274223,56,0,1,,H,,A
20233,05274223,56,1,1,28,E,120,D
20233,05274223,56,2,1,9,E,140,D
20233,05274223,56,3,1,265,E,150,D
20233,05274223,56,4,1,37,E,160,D
20233,05274223,56,5,1,16,E,170,D
20233,05274223,56,6,1,216,E,180,D
20233,05274223,56,7,1,29,E,190,D
20233,05275613,44,0,1,,H,,A
20233,05275613,44,1,1,28,E,120,D
20233,05275613,44,2,1,7,E,140,D
20233,05275613,44,3,1,264,E,150,D
20233,05275613,44,4,1,37,E,160,D
20233,05275613,44,5,1,16,E,170,D
20233,05275613,44,6,1,215,E,180,D
20233,05275613,44,7,1,29,E,190,D
20233,05278353,39,0,1,,H,,A
20233,05278353,39,1,1,118,E,120,D
20233,05278353,39,2,1,19,E,140,D
20233,05278353,39,3,1,1111,E,150,D
20233,05278353,39,4,1,156,E,160,D
20233,05278353,39,5,1,70,E,170,D
20233,05278353,39,6,1,902,E,180,D
20233,05278353,39,7,1,124,E,190,D
20233,05279133,33,0,1,,H,,A
20233,05279133,33,1,1,1,E,120,D
20233,05279133,33,2,1,17,E,150,D
20233,05279133,33,3,1,1,E,160,D
20233,05279133,33,4,1,6,E,180,D
20233,05279133,33,5,1,1,E,190,D
20233,05279763,35,0,1,,H,,A
20233,05279763,35,1,1,22,E,120,D
20233,05279763,35,2,1,3,E,140,D
20233,05279763,35,3,1,141,E,150,D
20233,05279763,35,4,1,4,E,160,D
20233,05279763,35,5,1,15,E,170,D
20233,05279763,35,6,1,298,E,180,D
20233,05279763,35,7,1,17,E,190,D
20233,05280803,26,0,1,,H,,A
20233,05280803,26,1,1,236,E,210,D
20233,05280803,26,2,1,164,E,220,D
20233,05282833,35,0,1,,H,,A
20233,05282833,35,1,1,26,E,100,D
20233,05282833,35,2,1,6,E,110,D
20233,05282833,35,3,1,10,E,120,D
20233,05282833,35,4,1,1,E,140,D
20233,05282833,35,5,1,76,E,150,D
20233,05282833,35,6,1,2,E,160,D
20233,05282833,35,7,1,8,E,170,D
20233,05282833,35,8,1,160,E,180,D
20233,05282833,35,9,1,9,E,190,D
20233,05288702,42,0,1,,H,,A
20233,05288702,42,1,1,78,E,100,D
20233,05288702,42,2,1,22,E,110,D
20233,05288702,42,3,1,35,E,120,D
20233,05288702,42,4,1,5,E,140,D
20233,05288702,42,5,1,255,E,150,D
20233,05288702,42,6,1,7,E,160,D
20233,05288702,42,7,1,28,E,170,D
20233,05288702,42,8,1,539,E,180,D
20233,05288702,42,9,1,31,E,190,D
20233,05291582,35,0,1,,H,,A
20233,05291582,35,1,1,30,E,100,D
20233,05291582,35,2,1,7,E,110,D
20233,05291582,35,3,1,12,E,120,D
20233,05291582,35,4,1,57,E,130,D
20233,05291582,35,5,1,1,E,140,D
20233,05291582,35,6,1,89,E,150,D
20233,05291582,35,7,1,2,E,160,D
20233,05291582,35,8,1,10,E,170,D
20233,05291582,35,9,1,188,E,180,D
20233,05291582,35,10,1,11,E,190,D
20233,05291582,35,11,1,18,E,210,D
20233,05291582,35,12,1,13,E,220,D
20233,05292162,21,0,1,,H,,A
20233,05292162,21,1,1,281,E,100,D
20233,05292162,21,2,1,85,E,110,D
20233,05292162,21,3,1,634,E,130,D
20233,05292822,38,0,1,,H,,A
20233,05292822,38,1,1,34,E,120,D
20233,05292822,38,2,1,5,E,140,D
20233,05292822,38,3,1,272,E,150,D
20233,05292822,38,4,1,32,E,160,D
20233,05292822,38,5,1,15,E,170,D
20233,05292822,38,6,1,21,E,180,D
20233,05292822,38,7,1,31,E,190,D
20233,05296322,12,0,1,,H,,A
20233,05296322,12,1,1,423,E,100,D
20233,05296322,12,2,1,128,E,110,D
20233,05296322,12,3,1,949,E,130,D
20233,05344632,26,0,1,,H,,A
20233,05344632,26,1,1,24,E,120,D
20233,05344632,26,2,1,91,E,130,D
20233,05344632,26,3,1,3,E,140,D
20233,05344632,26,4,1,143,E,150,D
20233,05344632,26,5,1,4,E,160,D
20233,05344632,26,6,1,16,E,170,D
20233,05344632,26,7,1,302,E,180,D
20233,05344632,26,8,1,17,E,190,D
20233,05345192,39,0,1,,H,,A
20233,05345192,39,1,1,306,E,120,D
20233,05345192,39,2,1,41,E,140,D
20233,05345192,39,3,1,2319,E,150,D
20233,05345192,39,4,1,268,E,160,D
20233,05345192,39,5,1,132,E,170,D
20233,05345192,39,6,1,1172,E,180,D
20233,05345192,39,7,1,262,E,190,D
20233,05345702,29,0,1,,H,,A
20233,05345702,29,1,1,21,E,120,D
20233,05345702,29,2,1,2,E,140,D
20233,05345702,29,3,1,185,E,150,D
20233,05345702,29,4,1,32,E,160,D
20233,05345702,29,5,1,27,E,170,D
20233,05345702,29,6,1,20,E,180,D
20233,05345702,29,7,1,13,E,190,D
20233,05345812,31,0,1,,H,,A
20233,05345812,31,1,1,16,E,120,D
20233,05345812,31,2,1,2,E,140,D
20233,05345812,31,3,1,79,E,150,D
20233,05345812,31,4,1,14,E,160,D
20233,05345812,31,5,1,19,E,170,D
20233,05345812,31,6,1,58,E,180,D
20233,05345812,31,7,1,12,E,190,D
20233,05346042,24,0,1,,H,,A
20233,05346042,24,1,1,140,E,100,D
20233,05346042,24,2,1,42,E,110,D
20233,05346042,24,3,1,318,E,130,D
20233,05346942,64,0,1,,H,,A
20233,05346942,64,1,1,44,E,100,D
20233,05346942,64,2,1,11,E,110,D
20233,05346942,64,3,1,14,E,120,D
20233,05346942,64,4,1,2,E,140,D
20233,05346942,64,5,1,136,E,150,D
20233,05346942,64,6,1,19,E,160,D
20233,05346942,64,7,1,8,E,170,D
20233,05346942,64,8,1,111,E,180,D
20233,05346942,64,9,1,15,E,190,D
20233,05348152,56,0,1,,H,,A
20233,05348152,56,1,1,400,E,130,D
20233,05348592,20,0,1,,H,,A
20233,05348592,20,1,1,21,E,120,D
20233,05348592,20,2,1,2,E,140,D
20233,05348592,20,3,1,182,E,150,D
20233,05348592,20,4,1,32,E,160,D
20233,05348592,20,5,1,27,E,170,D
20233,05348592,20,6,1,20,E,180,D
20233,05348592,20,7,1,16,E,190,D
20233,05349342,18,0,1,,H,,A
20233,05349342,18,1,1,21,E,120,D
20233,05349342,18,2,1,4,E,140,D
20233,05349342,18,3,1,143,E,150,D
20233,05349342,18,4,1,26,E,160,D
20233,05349342,18,5,1,35,E,170,D
20233,05349342,18,6,1,104,E,180,D
20233,05349342,18,7,1,25,E,190,D
20233,05349882,51,0,1,,H,,A
20233,05349882,51,1,1,41,E,120,D
20233,05349882,51,2,1,174,E,130,D
20233,05349882,51,3,1,7,E,140,D
20233,05349882,51,4,1,250,E,150,D
20233,05349882,51,5,1,46,E,160,D
20233,05349882,51,6,1,61,E,170,D
20233,05349882,51,7,1,183,E,180,D
20233,05349882,51,8,1,38,E,190,D
20233,05350842,49,0,1,,H,,A
20233,05350842,49,1,1,26,E,120,D
20233,05350842,49,2,1,3,E,140,D
20233,05350842,49,3,1,204,E,150,D
20233,05350842,49,4,1,23,E,160,D
20233,05350842,49,5,1,11,E,170,D
20233,05350842,49,6,1,103,E,180,D
20233,05350842,49,7,1,26,E,190,D
20233,05352172,28,0,1,,H,,A
20233,05352172,28,1,1,28,E,120,D
20233,05352172,28,2,1,3,E,140,D
20233,05352172,28,3,1,199,E,150,D
20233,05352172,28,4,1,23,E,160,D
20233,05352172,28,5,1,11,E,170,D
20233,05352172,28,6,1,100,E,180,D
20233,05352172,28,7,1,22,E,190,D
20233,05352682,22,0,1,,H,,A
20233,05352682,22,1,1,135,E,100,D
20233,05352682,22,2,1,34,E,110,D
20233,05352682,22,3,1,67,E,120,D
20233,05352682,22,4,1,268,E,130,D
20233,05352682,22,5,1,14,E,140,D
20233,05352682,22,6,1,524,E,150,D
20233,05352682,22,7,1,61,E,160,D
20233,05352682,22,8,1,29,E,170,D
20233,05352682,22,9,1,40,E,180,D
20233,05352682,22,10,1,54,E,190,D
20233,05354972,36,0,1,,H,,A
20233,05354972,36,1,1,109,E,120,D
20233,05354972,36,2,1,507,E,130,D
20233,05354972,36,3,1,9,E,140,D
20233,05354972,36,4,1,891,E,150,D
20233,05354972,36,5,1,161,E,160,D
20233,05354972,36,6,1,134,E,170,D
20233,05354972,36,7,1,100,E,180,D
20233,05354972,36,8,1,66,E,190,D
20233,05356912,31,0,1,,H,,A
20233,05356912,31,1,1,50,E,130,D
20233,05357612,61,0,1,,H,,A
20233,05357612,61,1,1,68,E,100,D
20233,05357612,61,2,1,12,E,110,D
20233,05357612,61,3,1,29,E,120,D
20233,05357612,61,4,1,3,E,140,D
20233,05357612,61,5,1,211,E,150,D
20233,05357612,61,6,1,29,E,160,D
20233,05357612,61,7,1,13,E,170,D
20233,05357612,61,8,1,172,E,180,D
20233,05357612,61,9,1,23,E,190,D
20233,05358932,33,0,1,,H,,A
20233,05358932,33,1,1,1020,E,130,D
20233,05359462,30,0,1,,H,,A
20233,05359462,30,1,1,1340,E,100,D
20233,05359462,30,2,1,306,E,110,D
20233,05359462,30,3,1,590,E,120,D
20233,05359462,30,4,1,2907,E,130,D
20233,05359462,30,5,1,81,E,140,D
20233,05359462,30,6,1,4525,E,150,D
20233,05359462,30,7,1,523,E,160,D
20233,05359462,30,8,1,258,E,170,D
20233,05359462,30,9,1,2287,E,180,D
20233,05359462,30,10,1,511,E,190,D
20233,05359462,30,11,1,935,E,210,D
20233,05359462,30,12,1,737,E,220,D
20233,05359752,22,0,1,,H,,A
20233,05359752,22,1,1,86,E,100,D
20233,05359752,22,2,1,20,E,110,D
20233,05359752,22,3,1,42,E,120,D
20233,05359752,22,4,1,203,E,130,D
20233,05359752,22,5,1,3,E,140,D
20233,05359752,22,6,1,358,E,150,D
20233,05359752,22,7,1,64,E,160,D
20233,05359752,22,8,1,53,E,170,D
20233,05359752,22,9,1,40,E,180,D
20233,05359752,22,10,1,26,E,190,D
20233,05359752,22,11,1,62,E,210,D
20233,05359752,22,12,1,43,E,220,D
20233,05360552,44,0,1,,H,,A
20233,05360552,44,1,1,28,E,120,D
20233,05360552,44,2,1,4,E,140,D
20233,05360552,44,3,1,234,E,150,D
20233,05360552,44,4,1,33,E,160,D
20233,05360552,44,5,1,14,E,170,D
20233,05360552,44,6,1,191,E,180,D
20233,05360552,44,7,1,26,E,190,D
20233,05360824,67,0,1,,H,,A
20233,05360824,67,1,1,79,E,100,D
20233,05360824,67,2,1,15,E,110,D
20233,05360824,67,3,1,30,E,120,D
20233,05360824,67,4,1,4,E,140,D
20233,05360824,67,5,1,246,E,150,D
20233,05360824,67,6,1,34,E,160,D
20233,05360824,67,7,1,15,E,170,D
20233,05360824,67,8,1,200,E,180,D
20233,05360824,67,9,1,27,E,190,D
20233,05366482,14,0,1,,H,,A
20233,05366482,14,1,1,126,E,100,D
20233,05366482,14,2,1,38,E,110,D
20233,05366482,14,3,1,286,E,130,D
20233,05413161,22,0,1,,H,,A
20233,05413161,22,1,1,342,E,120,D
20233,05413161,22,2,1,55,E,140,D
20233,05413161,22,3,1,3191,E,150,D
20233,05413161,22,4,1,450,E,160,D
20233,05413161,22,5,1,205,E,170,D
20233,05413161,22,6,1,2600,E,180,D
20233,05413161,22,7,1,357,E,190,D
20233,05413321,11,0,1,,H,,A
20233,05413321,11,1,1,573,E,210,D
20233,05413321,11,2,1,427,E,220,D
20233,05415664,20,0,1,,H,,A
20233,05415664,20,1,1,344,E,100,D
20233,05415664,20,2,1,104,E,110,D
20233,05415664,20,3,1,169,E,120,D
20233,05415664,20,4,1,774,E,130,D
20233,05415664,20,5,1,25,E,140,D
20233,05415664,20,6,1,1212,E,150,D
20233,05415664,20,7,1,37,E,160,D
20233,05415664,20,8,1,136,E,170,D
20233,05415664,20,9,1,2549,E,180,D
20233,05415664,20,10,1,150,E,190,D
20233,05416301,18,0,1,,H,,A
20233,05416301,18,1,1,819,E,100,D
20233,05416301,18,2,1,197,E,110,D
20233,05416301,18,3,1,1984,E,130,D
20233,05416361,60,0,1,,H,,A
20233,05416361,60,1,1,82,E,120,D
20233,05416361,60,2,1,12,E,140,D
20233,05416361,60,3,1,564,E,150,D
20233,05416361,60,4,1,17,E,160,D
20233,05416361,60,5,1,63,E,170,D
20233,05416361,60,6,1,1192,E,180,D
20233,05416361,60,7,1,70,E,190,D
20233,05416691,71,0,1,,H,,A
20233,05416691,71,1,1,5,E,120,D
20233,05416691,71,2,1,13,E,150,D
20233,05416691,71,3,1,1,E,160,D
20233,05416691,71,4,1,10,E,180,D
20233,05416691,71,5,1,1,E,190,D
20233,05417661,41,0,1,,H,,A
20233,05417661,41,1,1,18,E,120,D
20233,05417661,41,2,1,3,E,140,D
20233,05417661,41,3,1,99,E,150,D
20233,05417661,41,4,1,18,E,160,D
20233,05417661,41,5,1,24,E,170,D
20233,05417661,41,6,1,73,E,180,D
20233,05417661,41,7,1,15,E,190,D
20233,05419191,29,0,1,,H,,A
20233,05419191,29,1,1,161,E,120,D
20233,05419191,29,2,1,25,E,140,D
20233,05419191,29,3,1,1237,E,150,D
20233,05419191,29,4,1,143,E,160,D
20233,05419191,29,5,1,70,E,170,D
20233,05419191,29,6,1,625,E,180,D
20233,05419191,29,7,1,139,E,190,D
20233,05419361,59,0,1,,H,,A
20233,05419361,59,1,1,25,E,100,D
20233,05419361,59,2,1,7,E,110,D
20233,05419361,59,3,1,12,E,120,D
20233,05419361,59,4,1,56,E,130,D
20233,05419361,59,5,1,1,E,140,D
20233,05419361,59,6,1,93,E,150,D
20233,05419361,59,7,1,2,E,160,D
20233,05419361,59,8,1,9,E,170,D
20233,05419361,59,9,1,185,E,180,D
20233,05419361,59,10,1,10,E,190,D
20233,05419781,26,0,1,,H,,A
20233,05419781,26,1,1,49,E,120,D
20233,05419781,26,2,1,7,E,140,D
20233,05419781,26,3,1,354,E,150,D
20233,05419781,26,4,1,11,E,160,D
20233,05419781,26,5,1,39,E,170,D
20233,05419781,26,6,1,743,E,180,D
20233,05419781,26,7,1,44,E,190,D
20233,05420341,32,0,1,,H,,A
20233,05420341,32,1,1,120,E,100,D
20233,05420341,32,2,1,27,E,110,D
20233,05420341,32,3,1,53,E,120,D
20233,05420341,32,4,1,261,E,130,D
20233,05420341,32,5,1,7,E,140,D
20233,05420341,32,6,1,411,E,150,D
20233,05420341,32,7,1,47,E,160,D
20233,05420341,32,8,1,23,E,170,D
20233,05420341,32,9,1,205,E,180,D
20233,05420341,32,10,1,46,E,190,D
20233,05421821,63,0,1,,H,,A
20233,05421821,63,1,1,509,E,100,D
20233,05421821,63,2,1,94,E,110,D
20233,05421821,63,3,1,166,E,120,D
20233,05421821,63,4,1,904,E,130,D
20233,05421821,63,5,1,26,E,140,D
20233,05421821,63,6,1,1549,E,150,D
20233,05421821,63,7,1,218,E,160,D
20233,05421821,63,8,1,98,E,170,D
20233,05421821,63,9,1,1263,E,180,D
20233,05421821,63,10,1,173,E,190,D
20233,05422151,52,0,1,,H,,A
20233,05422151,52,1,1,40,E,120,D
20233,05422151,52,2,1,5,E,140,D
20233,05422151,52,3,1,313,E,150,D
20233,05422151,52,4,1,35,E,160,D
20233,05422151,52,5,1,17,E,170,D
20233,05422151,52,6,1,156,E,180,D
20233,05422151,52,7,1,34,E,190,D
20233,05422451,32,0,1,,H,,A
20233,05422451,32,1,1,3190,D,100,D
20233,05422451,32,2,1,1000,D,110,D
20233,05422451,32,3,1,500,D,120,D
20233,05422451,32,4,1,4994,T,130,D
20233,05422451,32,5,1,100,D,140,D
20233,05422451,32,6,1,4500,D,150,D
20233,05422451,32,7,1,600,D,160,D
20233,05422451,32,8,1,250,D,170,D
20233,05422451,32,9,1,1400,D,180,D
20233,05422451,32,10,1,450,D,190,D
20233,05422451,32,11,1,1200,D,210,D
20233,05423351,43,0,1,,H,,A
20233,05423351,43,1,1,466,E,100,D
20233,05423351,43,2,1,105,E,110,D
20233,05423351,43,3,1,203,E,120,D
20233,05423351,43,4,1,28,E,140,D
20233,05423351,43,5,1,1563,E,150,D
20233,05423351,43,6,1,180,E,160,D
20233,05423351,43,7,1,89,E,170,D
20233,05423351,43,8,1,790,E,180,D
20233,05423351,43,9,1,176,E,190,D
20233,05427551,21,0,1,,H,,A
20233,05427551,21,1,1,56,E,100,D
20233,05427551,21,2,1,14,E,110,D
20233,05427551,21,3,1,28,E,120,D
20233,05427551,21,4,1,4,E,140,D
20233,05427551,21,5,1,223,E,150,D
20233,05427551,21,6,1,25,E,160,D
20233,05427551,21,7,1,12,E,170,D
20233,05427551,21,8,1,16,E,180,D
20233,05427551,21,9,1,22,E,190,D
20233,05428271,24,0,1,,H,,A
20233,05428271,24,1,1,41,E,120,D
20233,05428271,24,2,1,6,E,140,D
20233,05428271,24,3,1,359,E,150,D
20233,05428271,24,4,1,50,E,160,D
20233,05428271,24,5,1,22,E,170,D
20233,05428271,24,6,1,292,E,180,D
20233,05428271,24,7,1,40,E,190,D
20233,05429003,29,0,1,,H,,A
20233,05429003,29,1,1,294,E,100,D
20233,05429003,29,2,1,67,E,110,D
20233,05429003,29,3,1,130,E,120,D
20233,05429003,29,4,1,23,E,140,D
20233,05429003,29,5,1,998,E,150,D
20233,05429003,29,6,1,115,E,160,D
20233,05429003,29,7,1,57,E,170,D
20233,05429003,29,8,1,504,E,180,D
20233,05429003,29,9,1,112,E,190,D
20233,05432071,26,0,1,,H,,A
20233,05432071,26,1,1,34,E,100,D
20233,05432071,26,2,1,7,E,110,D
20233,05432071,26,3,1,15,E,120,D
20233,05432071,26,4,1,60,E,130,D
20233,05432071,26,5,1,2,E,140,D
20233,05432071,26,6,1,117,E,150,D
20233,05432071,26,7,1,13,E,160,D
20233,05432071,26,8,1,6,E,170,D
20233,05432071,26,9,1,9,E,180,D
20233,05432071,26,10,1,12,E,190,D
20233,05432651,36,0,1,,H,,A
20233,05432651,36,1,1,52,E,120,D
20233,05432651,36,2,1,8,E,140,D
20233,05432651,36,3,1,487,E,150,D
20233,05432651,36,4,1,68,E,160,D
20233,05432651,36,5,1,30,E,170,D
20233,05432651,36,6,1,397,E,180,D
20233,05432651,36,7,1,58,E,190,D
20233,05434471,26,0,1,,H,,A
20233,05434471,26,1,1,171,E,100,D
20233,05434471,26,2,1,42,E,110,D
20233,05434471,26,3,1,337,E,130,D
20233,05435761,37,0,1,,H,,A
20233,05435761,37,1,1,107,E,100,D
20233,05435761,37,2,1,18,E,110,D
20233,05435761,37,3,1,33,E,120,D
20233,05435761,37,4,1,180,E,130,D
20233,05435761,37,5,1,5,E,140,D
20233,05435761,37,6,1,309,E,150,D
20233,05435761,37,7,1,43,E,160,D
20233,05435761,37,8,1,19,E,170,D
20233,05435761,37,9,1,252,E,180,D
20233,05435761,37,10,1,34,E,190,D
20233,05435981,18,0,1,,H,,A
20233,05435981,18,1,1,298,E,100,D
20233,05435981,18,2,1,79,E,110,D
20233,05435981,18,3,1,165,E,120,D
20233,05435981,18,4,1,775,E,130,D
20233,05435981,18,5,1,15,E,140,D
