QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,OTHLNDRX,OTHL_DRX,OTHDCLNX,OTHD_LNX,SAFDPSTX,SAFD_STX,JLDRYNET,JLDR_NET,JDRYCNET,JDRY_NET,JBNKSCQV,JBNK_CQV,SALONX,SALONX_,WIGSX,WIGSX_,JMLPAYQV,JMLP_YQV
20232,05232713,43,0,1,,A,,A,8,D,,A,30,D,,A,30,D,,A,,A
20232,05232763,19,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20232,05232773,48,0,1,,A,,A,,A,,A,,A,9,D,,A,,A,,A
20232,05232783,46,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05232793,61,0,1,,A,,A,,A,,A,,A,,A,90,D,,A,,A
20232,05232833,47,0,1,,A,,A,,A,,A,,A,,A,210,D,,A,,A
20232,05232853,21,0,1,,A,,A,,A,180,D,,A,105,D,,A,,A,,A
20232,05232973,10,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05233053,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05233063,34,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20232,05233073,68,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A
20232,05233083,15,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05233103,27,0,1,,A,,A,,A,,A,,A,,A,25,D,,A,,A
20232,05233203,12,0,1,5,D,,A,,A,5,D,,A,,A,,A,,A,,A
20232,05233313,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05233353,66,0,1,,A,,A,,A,,A,,A,,A,450,D,,A,,A
20232,05233383,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05233413,45,0,1,,A,,A,,A,,A,,A,,A,33,D,,A,,A
20232,05233423,32,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20232,05233443,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05233463,45,0,1,,A,,A,,A,,A,,A,,A,90,D,,A,,A
20232,05233553,43,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20232,05233573,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05233583,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05233603,29,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20232,05233673,22,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20232,05233693,26,0,1,,A,,A,,A,,A,,A,,A,375,D,,A,,A
20232,05233723,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05233783,25,0,1,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20232,05233843,44,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20232,05233893,44,0,1,,A,,A,,A,,A,,A,,A,1200,D,,A,,A
20232,05233903,41,0,1,,A,,A,,A,,A,,A,,A,1500,D,300,D,,A
20232,05233963,33,0,1,,A,,A,,A,,A,,A,,A,365,D,,A,,A
20232,05234013,42,0,1,,A,,A,,A,,A,,A,60,D,25,D,,A,,A
20232,05234163,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05234173,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05234183,39,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A
20232,05234193,31,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20232,05234223,36,0,1,,A,,A,,A,,A,,A,,A,210,D,,A,,A
20232,05234233,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05234243,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05234273,97,0,1,,A,,A,,A,,A,200,D,,A,2140,D,,A,,A
20232,05234343,35,0,1,6,D,,A,,A,30,D,,A,,A,,A,,A,1350,D
20232,05234393,20,0,1,,A,,A,,A,180,D,,A,,A,480,D,,A,,A
20232,05234403,51,0,1,,A,,A,,A,,A,,A,,A,105,D,,A,,A
20232,05234423,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05234433,28,0,1,,A,,A,,A,,A,,A,36,D,,A,,A,,A
20232,05234463,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05234493,35,0,1,,A,,A,,A,,A,,A,,A,250,D,,A,,A
20232,05234503,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05234543,10,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05234553,27,0,1,,A,,A,,A,,A,,A,,A,350,D,,A,440,D
20232,05234563,43,0,1,,A,,A,,A,75,D,,A,,A,125,D,,A,,A
20232,05234583,29,0,1,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20232,05234593,43,0,1,,A,,A,,A,,A,,A,,A,90,D,,A,,A
20232,05234623,36,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20232,05234653,46,0,1,,A,,A,,A,,A,40,D,,A,,A,,A,,A
20232,05234663,19,0,1,,A,,A,,A,,A,,A,,A,55,D,,A,,A
20232,05234673,39,0,1,,A,,A,,A,,A,,A,60,D,200,D,,A,,A
20232,05234703,46,0,1,18,D,,A,65,D,18,D,,A,,A,200,D,,A,,A
20232,05234863,42,0,1,,A,,A,,A,,A,,A,12,D,,A,,A,,A
20232,05234893,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05234903,79,0,1,,A,,A,,A,,A,,A,,A,975,D,,A,,A
20232,05234933,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05234963,25,0,1,12,D,,A,,A,48,D,,A,,A,,A,,A,,A
20232,05234983,12,0,1,,A,,A,,A,15,D,,A,,A,,A,,A,,A
20232,05235013,29,0,1,,A,,A,,A,4,D,,A,,A,90,D,,A,,A
20232,05235043,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05235053,45,0,1,,A,,A,,A,,A,,A,,A,350,D,,A,,A
20232,05235083,47,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20232,05235093,27,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A
20232,05235103,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05235193,32,0,1,,A,,A,,A,,A,,A,,A,800,D,,A,,A
20232,05235243,22,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20232,05235263,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05235283,42,0,1,,A,,A,,A,,A,,A,,A,65,D,,A,,A
20232,05235303,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05235313,20,0,1,,A,,A,,A,,A,,A,,A,25,D,,A,,A
20232,05235373,37,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20232,05235393,29,0,1,,A,,A,,A,180,D,,A,,A,45,D,,A,,A
20232,05235443,48,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20232,05235454,38,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,390,D
20232,05235463,31,0,1,15,D,,A,,A,50,D,,A,,A,,A,575,D,,A
20232,05235493,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05235533,42,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05235543,45,0,1,,A,,A,,A,,A,,A,,A,275,D,,A,,A
20232,05235583,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05235613,55,0,1,,A,,A,,A,,A,,A,,A,137,D,,A,,A
20232,05235623,30,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20232,05235673,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05235713,27,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20232,05235723,37,0,1,,A,,A,,A,,A,200,D,,A,380,D,,A,,A
20232,05235763,46,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20232,05235773,12,0,1,20,D,,A,,A,40,D,,A,,A,,A,,A,,A
20232,05235793,36,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20232,05235823,35,0,1,,A,,A,,A,,A,,A,,A,255,D,,A,,A
20232,05235843,20,0,1,30,D,,A,,A,120,D,25,D,,A,120,D,,A,,A
20232,05235883,17,0,1,,A,,A,,A,,A,,A,,A,25,D,,A,,A
20232,05235913,36,0,1,,A,,A,,A,,A,,A,,A,55,D,,A,,A
20232,05235923,32,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20232,05235933,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05235963,59,0,1,,A,,A,28,D,,A,,A,,A,,A,,A,,A
20232,05235993,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05236023,31,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20232,05236063,46,0,1,,A,,A,,A,,A,60,D,,A,20,D,,A,,A
20232,05236073,54,0,1,6,D,,A,,A,6,D,,A,30,D,,A,,A,600,D
20232,05236083,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05236143,60,0,1,,A,,A,,A,,A,,A,,A,55,D,,A,,A
20232,05236163,22,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A
20232,05236193,27,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20232,05236213,19,0,1,,A,,A,,A,10,D,,A,,A,,A,,A,,A
20232,05236263,62,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20232,05236313,8,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05236333,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05236483,20,0,1,,A,,A,,A,36,D,,A,,A,19,D,,A,,A
20232,05236493,44,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05236533,50,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20232,05236543,17,0,1,,A,,A,95,D,,A,,A,,A,150,D,,A,,A
20232,05236553,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05236593,77,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20232,05236643,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05236653,29,0,1,,A,,A,90,D,,A,,A,,A,,A,,A,,A
20232,05236663,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05236673,35,0,1,,A,,A,,A,,A,,A,,A,65,D,,A,,A
20232,05236713,26,0,1,,A,,A,,A,75,D,,A,,A,30,D,,A,,A
20232,05251752,25,0,1,,A,,A,,A,,A,78,D,,A,112,D,,A,,A
20232,05251762,33,0,1,,A,,A,,A,,A,,A,,A,500,D,,A,,A
20232,05251782,35,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20232,05251852,45,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05251872,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05251882,51,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05251902,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05251952,25,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20232,05251982,71,0,1,,A,,A,,A,,A,20,D,,A,240,D,,A,,A
20232,05251992,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252032,46,0,1,,A,,A,,A,,A,,A,60,D,120,D,,A,,A
20232,05252042,47,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252072,57,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20232,05252102,24,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A
20232,05252112,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252122,23,0,1,,A,,A,,A,,A,50,D,,A,,A,,A,,A
20232,05252232,29,0,1,,A,,A,,A,,A,,A,,A,10,D,,A,,A
20232,05252252,27,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20232,05252312,70,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252332,27,0,1,,A,,A,,A,60,D,,A,,A,100,D,,A,,A
20232,05252352,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252362,21,0,1,25,D,,A,,A,95,D,,A,,A,25,D,,A,,A
20232,05252392,70,0,1,,A,,A,,A,,A,100,D,,A,160,D,,A,,A
20232,05252432,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252442,32,0,1,,A,,A,,A,,A,,A,300,D,120,D,,A,,A
20232,05252502,25,0,1,,A,,A,,A,,A,,A,,A,22,D,,A,,A
20232,05252532,28,0,1,,A,,A,,A,40,D,40,D,,A,270,D,,A,,A
20232,05252543,58,0,1,,A,40,D,,A,,A,10,D,21,D,225,D,,A,,A
20232,05252562,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252582,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252602,38,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20232,05252622,32,0,1,60,D,,A,,A,60,D,,A,,A,90,D,,A,,A
20232,05252632,41,0,1,,A,25,D,,A,,A,5,D,,A,360,D,,A,,A
20232,05252652,52,0,1,,A,,A,,A,,A,,A,,A,623,D,,A,,A
20232,05252662,65,0,1,,A,,A,,A,,A,,A,,A,192,D,,A,,A
20232,05252713,47,0,1,,A,,A,,A,,A,,A,,A,1000,D,,A,,A
20232,05252742,51,0,1,,A,,A,,A,,A,,A,75,D,,A,,A,,A
20232,05252762,46,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20232,05252772,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252782,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252792,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252802,48,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20232,05252812,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252822,42,0,1,,A,,A,,A,,A,,A,,A,70,D,,A,,A
20232,05252882,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05252902,49,0,1,,A,,A,,A,,A,600,D,,A,300,D,,A,,A
20232,05252952,18,0,1,,A,,A,,A,,A,,A,36,D,,A,,A,,A
20232,05252992,16,0,1,,A,,A,,A,480,D,,A,,A,,A,,A,,A
20232,05253012,19,0,1,20,D,,A,,A,80,D,,A,,A,18,D,,A,,A
20232,05253082,33,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20232,05253122,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05253132,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05253142,48,0,1,,A,,A,,A,,A,,A,,A,30,F,,A,,A
20232,05253172,40,0,1,,A,,A,,A,,A,,A,,A,25,D,,A,,A
20232,05253182,41,0,1,,A,,A,,A,,A,,A,,A,125,D,,A,,A
20232,05253202,52,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20232,05253222,27,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20232,05253232,30,0,1,,A,,A,,A,,A,,A,,A,0,D,,A,,A
20232,05253252,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05253272,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05253282,33,0,1,,A,,A,,A,,A,,A,15,D,,A,,A,,A
20232,05253312,50,0,1,,A,250,D,,A,,A,50,D,,A,400,D,,A,,A
20232,05253322,21,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20232,05253332,30,0,1,,A,,A,,A,,A,,A,,A,27,D,,A,,A
20232,05253392,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05253452,43,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20232,05253472,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05253492,48,0,1,,A,,A,,A,,A,,A,,A,210,D,,A,,A
20232,05253512,16,0,1,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20232,05253532,22,0,1,,A,,A,,A,,A,25,D,,A,,A,,A,,A
20232,05253562,22,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20232,05253582,45,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20232,05253612,47,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,,A
20232,05253632,48,0,1,,A,,A,,A,,A,,A,,A,359,D,,A,,A
20232,05253662,51,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20232,05253682,63,0,1,,A,,A,,A,,A,150,D,,A,400,D,,A,,A
20232,05253732,36,0,1,,A,,A,,A,5,D,,A,,A,,A,,A,,A
20232,05253812,36,0,1,,A,,A,,A,,A,,A,,A,85,D,,A,,A
20232,05253822,20,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20232,05253842,24,0,1,,A,,A,,A,,A,,A,69,D,,A,,A,,A
20232,05253882,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05253912,29,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20232,05254012,45,0,1,,A,,A,,A,,A,,A,,A,450,D,,A,,A
20232,05254022,76,0,1,,A,,A,,A,,A,,A,,A,350,D,,A,,A
20232,05254032,49,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20232,05254052,45,0,1,,A,,A,,A,,A,200,D,,A,200,D,,A,,A
20232,05254062,40,0,1,,A,,A,,A,,A,42,D,,A,325,D,,A,,A
20232,05254082,541,0,1,40,D,,A,,A,80,D,50,D,30,D,,A,,A,,A
20232,05254112,37,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20232,05254152,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05254162,36,0,1,,A,,A,,A,,A,,A,,A,90,D,,A,,A
20232,05254202,67,0,1,,A,,A,,A,,A,,A,,A,276,D,,A,45,D
20232,05254212,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05254252,36,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20232,05254292,63,0,1,,A,,A,,A,,A,,A,,A,1200,D,,A,,A
20232,05254372,41,0,1,,A,,A,,A,,A,,A,,A,352,D,,A,,A
20232,05254392,44,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20232,05254402,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05254412,35,0,1,,A,,A,,A,,A,45,D,,A,160,D,,A,,A
20232,05254432,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05254442,40,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20232,05254462,31,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20232,05254472,30,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20232,05254512,25,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20232,05254522,51,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05254552,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05254562,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05254572,67,0,1,,A,,A,,A,,A,,A,60,D,,A,,A,,A
20232,05254602,18,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20232,05254612,32,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20232,05254622,59,0,1,,A,,A,,A,,A,,A,18,D,60,D,,A,,A
20232,05254653,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05254662,46,0,1,,A,,A,,A,,A,60,D,,A,205,D,,A,,A
20232,05254702,68,0,1,,A,,A,,A,,A,,A,,A,130,D,,A,1320,D
20232,05254712,40,0,1,,A,,A,,A,,A,,A,,A,8,D,,A,,A
20232,05254742,57,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20232,05254752,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05254802,22,0,1,75,D,,A,,A,15,D,,A,,A,190,D,80,D,,A
20232,05254862,29,0,1,,A,,A,,A,,A,,A,,A,390,D,,A,,A
20232,05254882,34,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20232,05254912,54,0,1,,A,,A,,A,,A,,A,,A,350,D,,A,,A
20232,05254922,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05254952,18,0,1,,A,,A,,A,20,D,,A,,A,500,D,,A,,A
20232,05254972,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05254982,21,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20232,05254992,69,0,1,,A,,A,,A,,A,,A,36,D,,A,,A,,A
20232,05255032,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05255102,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05255182,43,0,1,,A,,A,,A,,A,,A,,A,15,D,,A,,A
20232,05255222,57,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20232,05255282,14,0,1,,A,,A,,A,80,D,,A,,A,200,D,,A,,A
20232,05255362,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05255372,39,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20232,05255382,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05255392,24,0,1,,A,,A,,A,,A,,A,60,D,,A,,A,,A
20232,05255402,29,0,1,,A,,A,,A,,A,,A,,A,14,D,,A,,A
20232,05255422,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05255452,22,0,1,,A,,A,,A,25,D,,A,,A,,A,,A,,A
20232,05255462,29,0,1,,A,,A,,A,,A,,A,,A,20,F,,A,,A
20232,05255492,44,0,1,,A,,A,,A,,A,,A,,A,,A,,A,30,D
20232,05255552,63,0,1,,A,,A,,A,,A,,A,,A,130,D,,A,,A
20232,05255562,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05255572,49,0,1,,A,,A,,A,,A,,A,,A,225,D,,A,,A
20232,05255602,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05255612,54,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20232,05255652,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05255732,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05255742,30,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20232,05255802,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05255814,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,750,D
20232,05255822,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,5850,D
20232,05255852,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05255882,39,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05255922,42,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20232,05255992,16,0,1,,A,,A,,A,48,D,,A,,A,50,D,,A,1250,D
20232,05256022,29,0,1,,A,,A,,A,,A,150,D,,A,,A,,A,,A
20232,05256032,57,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20232,05256042,34,0,1,,A,,A,,A,30,D,,A,,A,55,D,,A,,A
20232,05256072,32,0,1,,A,,A,,A,,A,,A,,A,500,D,,A,,A
20232,05256102,31,0,1,,A,,A,,A,,A,,A,,A,250,D,,A,,A
20232,05256112,24,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20232,05256122,36,0,1,,A,,A,,A,,A,,A,,A,206,D,,A,,A
20232,05256132,16,0,1,,A,,A,,A,,A,40,D,,A,,A,,A,842,F
20232,05256142,71,0,1,,A,,A,,A,,A,68,D,,A,294,D,,A,,A
20232,05256162,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05256172,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05256222,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05256242,29,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20232,05256282,23,0,1,,A,,A,,A,60,D,,A,120,D,,A,,A,,A
20232,05256292,27,0,1,,A,,A,,A,,A,,A,,A,25,D,,A,,A
20232,05256302,46,0,1,,A,,A,,A,,A,,A,,A,15,D,,A,,A
20232,05256312,45,0,1,,A,,A,,A,,A,,A,,A,46,D,,A,,A
20232,05256352,84,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05256422,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05256452,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05256482,20,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20232,05256502,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05256522,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05256532,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05256562,11,0,1,42,D,,A,,A,438,D,,A,,A,,A,,A,,A
20232,05256612,24,0,1,,A,,A,,A,150,D,,A,,A,150,D,,A,,A
20232,05256642,48,0,1,,A,,A,,A,,A,,A,,A,1700,D,,A,,A
20232,05256692,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05256722,38,0,1,,A,,A,,A,,A,35,D,,A,600,D,,A,,A
20232,05256752,60,0,1,,A,,A,,A,,A,,A,,A,1500,D,,A,,A
20232,05256802,11,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,,A
20232,05256812,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05256822,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05256862,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05256872,34,0,1,,A,,A,3,D,,A,,A,,A,32,D,,A,,A
20232,05256882,20,0,1,,A,,A,,A,,A,,A,,A,194,D,,A,,A
20232,05257012,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05257092,12,0,1,,A,,A,,A,,A,,A,,A,25,D,,A,,A
20232,05257162,42,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,780,D
20232,05257172,24,0,1,,A,,A,,A,450,D,,A,,A,200,D,,A,,A
20232,05257192,55,0,1,,A,,A,,A,,A,10,D,,A,,A,,A,,A
20232,05257212,45,0,1,,A,20,D,,A,,A,20,D,30,D,60,D,,A,,A
20232,05257252,56,0,1,,A,,A,,A,30,D,,A,,A,50,D,,A,,A
20232,05257282,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05257312,88,0,1,,A,,A,,A,,A,,A,,A,972,D,,A,,A
20232,05257322,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05257352,48,0,1,,A,,A,,A,,A,36,D,,A,480,D,248,D,,A
20232,05257372,40,0,1,,A,,A,,A,,A,40,D,,A,180,D,,A,,A
20232,05257392,39,0,1,,A,,A,,A,,A,70,D,,A,90,D,,A,,A
20232,05257482,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05257542,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05257572,51,0,1,,A,,A,,A,,A,,A,,A,35,D,,A,,A
20232,05257592,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05257622,60,0,1,,A,,A,,A,,A,,A,,A,250,D,,A,,A
20232,05257642,10,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20232,05257652,39,0,1,60,D,,A,,A,60,D,,A,,A,32,D,,A,,A
20232,05257662,50,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
